code,time,price,volume,turnover,ticker_direction,sequence,type,push_data_type
HK.999010,2020-07-30 09:15:04,24943.0,1,24943.0,NEUTRAL,6855075770750992490,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:04,24938.0,1,24938.0,SELL,6855075770750992524,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:04,24937.0,1,24937.0,SELL,6855075770750992539,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:04,24936.0,1,24936.0,SELL,6855075770750992542,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:04,24936.0,1,24936.0,NEUTRAL,6855075770750992627,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:04,24936.0,1,24936.0,NEUTRAL,6855075770750992668,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:04,24936.0,1,24936.0,NEUTRAL,6855075770750992694,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:04,24937.0,1,24937.0,NEUTRAL,6855075770750992701,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:05,24935.0,1,24935.0,SELL,6855075775045959707,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:05,24934.0,1,24934.0,SELL,6855075775045959730,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:05,24933.0,1,24933.0,SELL,6855075775045959745,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:05,24936.0,1,24936.0,BUY,6855075775045959822,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:05,24938.0,1,24938.0,BUY,6855075775045959860,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:06,24942.0,1,24942.0,BUY,6855075779340927008,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:06,24940.0,1,24940.0,BUY,6855075779340927015,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:06,24936.0,1,24936.0,SELL,6855075779340927167,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:06,24934.0,1,24934.0,SELL,6855075779340927218,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:06,24931.0,2,49862.0,SELL,6855075779340927229,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:06,24932.0,2,49864.0,SELL,6855075779340927232,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:06,24936.0,1,24936.0,SELL,6855075779340927337,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:07,24945.0,1,24945.0,BUY,6855075783635894327,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:07,24946.0,1,24946.0,BUY,6855075783635894331,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:07,24948.0,1,24948.0,SELL,6855075783635894369,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:08,24946.0,1,24946.0,NEUTRAL,6855075787930861610,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:08,24950.0,1,24950.0,BUY,6855075787930861693,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:09,24950.0,1,24950.0,BUY,6855075792225828875,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:09,24948.0,1,24948.0,SELL,6855075792225828910,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:09,24946.0,1,24946.0,SELL,6855075792225828925,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:09,24944.0,1,24944.0,SELL,6855075792225828944,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:09,24946.0,1,24946.0,SELL,6855075792225828965,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:09,24940.0,1,24940.0,SELL,6855075792225829012,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:09,24942.0,1,24942.0,BUY,6855075792225829027,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:09,24944.0,1,24944.0,BUY,6855075792225829030,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:09,24944.0,3,74832.0,BUY,6855075792225829040,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:09,24940.0,1,24940.0,NEUTRAL,6855075792225829063,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:09,24942.0,1,24942.0,BUY,6855075792225829074,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:09,24940.0,1,24940.0,SELL,6855075792225829113,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:09,24936.0,2,49872.0,SELL,6855075792225829167,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:09,24934.0,1,24934.0,SELL,6855075792225829214,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:10,24931.0,1,24931.0,SELL,6855075796520796220,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:10,24932.0,1,24932.0,BUY,6855075796520796235,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:10,24938.0,1,24938.0,BUY,6855075796520796299,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:11,24940.0,1,24940.0,NEUTRAL,6855075800815763487,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:11,24948.0,1,24948.0,NEUTRAL,6855075800815763581,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:12,24948.0,1,24948.0,BUY,6855075805110730759,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:12,24946.0,1,24946.0,NEUTRAL,6855075805110730766,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:12,24950.0,1,24950.0,BUY,6855075805110730769,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:12,24950.0,1,24950.0,BUY,6855075805110730772,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:12,24951.0,1,24951.0,NEUTRAL,6855075805110730811,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:12,24953.0,1,24953.0,BUY,6855075805110730866,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:13,24958.0,1,24958.0,SELL,6855075809405698051,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:13,24954.0,1,24954.0,SELL,6855075809405698118,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:13,24954.0,1,24954.0,SELL,6855075809405698129,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:13,24952.0,1,24952.0,SELL,6855075809405698132,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:13,24951.0,1,24951.0,SELL,6855075809405698139,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:13,24950.0,1,24950.0,SELL,6855075809405698142,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:13,24949.0,1,24949.0,SELL,6855075809405698168,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:13,24948.0,1,24948.0,SELL,6855075809405698171,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:13,24947.0,1,24947.0,SELL,6855075809405698174,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:13,24946.0,1,24946.0,SELL,6855075809405698201,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:13,24948.0,1,24948.0,BUY,6855075809405698212,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:14,24946.0,1,24946.0,NEUTRAL,6855075813700665351,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:14,24946.0,1,24946.0,NEUTRAL,6855075813700665372,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:14,24956.0,1,24956.0,NEUTRAL,6855075813700665435,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:14,24957.0,1,24957.0,BUY,6855075813700665442,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:14,24957.0,1,24957.0,BUY,6855075813700665449,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:14,24954.0,1,24954.0,NEUTRAL,6855075813700665468,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:14,24948.0,1,24948.0,SELL,6855075813700665515,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:14,24952.0,1,24952.0,BUY,6855075813700665534,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:14,24954.0,1,24954.0,BUY,6855075813700665573,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:15,24952.0,1,24952.0,SELL,6855075817995632690,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:15,24952.0,1,24952.0,SELL,6855075817995632776,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:16,24952.0,1,24952.0,BUY,6855075822290599975,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:16,24950.0,1,24950.0,SELL,6855075822290600010,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:16,24950.0,1,24950.0,SELL,6855075822290600021,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:16,24950.0,1,24950.0,SELL,6855075822290600059,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:16,24950.0,1,24950.0,SELL,6855075822290600094,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:18,24950.0,1,24950.0,BUY,6855075830880534531,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:19,24942.0,1,24942.0,SELL,6855075835175501884,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:19,24944.0,1,24944.0,NEUTRAL,6855075835175501934,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:20,24944.0,1,24944.0,SELL,6855075839470469123,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:20,24944.0,1,24944.0,SELL,6855075839470469180,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:20,24944.0,1,24944.0,SELL,6855075839470469194,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:20,24944.0,1,24944.0,BUY,6855075839470469271,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:20,24944.0,1,24944.0,BUY,6855075839470469278,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:20,24943.0,1,24943.0,NEUTRAL,6855075839470469293,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:20,24942.0,1,24942.0,SELL,6855075839470469296,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:21,24942.0,2,49884.0,SELL,6855075843765436423,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:21,24946.0,1,24946.0,BUY,6855075843765436469,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:21,24948.0,1,24948.0,BUY,6855075843765436476,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:22,24941.0,2,49882.0,SELL,6855075848060403723,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:22,24941.0,3,74823.0,SELL,6855075848060403738,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:23,24942.0,1,24942.0,BUY,6855075852355371011,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:23,24940.0,1,24940.0,SELL,6855075852355371033,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:23,24940.0,1,24940.0,SELL,6855075852355371036,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:23,24940.0,1,24940.0,SELL,6855075852355371051,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:24,24940.0,2,49880.0,SELL,6855075856650338307,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:24,24940.0,1,24940.0,NEUTRAL,6855075856650338336,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:24,24941.0,1,24941.0,BUY,6855075856650338343,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:24,24942.0,1,24942.0,BUY,6855075856650338346,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:24,24942.0,1,24942.0,BUY,6855075856650338349,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:24,24938.0,1,24938.0,SELL,6855075856650338398,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:25,24939.0,1,24939.0,NEUTRAL,6855075860945305603,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:25,24936.0,1,24936.0,SELL,6855075860945305640,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:26,24942.0,1,24942.0,BUY,6855075865240272929,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:26,24943.0,1,24943.0,BUY,6855075865240272936,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:26,24944.0,1,24944.0,BUY,6855075865240272939,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:27,24940.0,1,24940.0,SELL,6855075869535240231,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:28,24942.0,1,24942.0,BUY,6855075873830207523,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:28,24942.0,1,24942.0,BUY,6855075873830207530,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:28,24938.0,1,24938.0,SELL,6855075873830207549,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:29,24937.0,1,24937.0,SELL,6855075878125174799,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:30,24940.0,1,24940.0,SELL,6855075882420142102,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:30,24942.0,1,24942.0,NEUTRAL,6855075882420142109,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:30,24944.0,1,24944.0,BUY,6855075882420142160,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:30,24944.0,1,24944.0,BUY,6855075882420142163,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:30,24946.0,1,24946.0,BUY,6855075882420142186,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:30,24947.0,1,24947.0,BUY,6855075882420142209,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:30,24945.0,1,24945.0,BUY,6855075882420142212,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:30,24945.0,1,24945.0,BUY,6855075882420142227,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:31,24948.0,1,24948.0,NEUTRAL,6855075886715109391,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:31,24949.0,1,24949.0,BUY,6855075886715109402,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:31,24948.0,1,24948.0,NEUTRAL,6855075886715109420,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:31,24950.0,1,24950.0,BUY,6855075886715109431,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:31,24950.0,1,24950.0,BUY,6855075886715109438,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:31,24948.0,1,24948.0,NEUTRAL,6855075886715109449,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:31,24951.0,1,24951.0,BUY,6855075886715109476,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:31,24949.0,1,24949.0,NEUTRAL,6855075886715109479,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:31,24949.0,1,24949.0,NEUTRAL,6855075886715109493,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:31,24951.0,1,24951.0,BUY,6855075886715109504,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:32,24952.0,1,24952.0,BUY,6855075891010076715,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:33,24951.0,1,24951.0,BUY,6855075895305043986,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:33,24950.0,1,24950.0,NEUTRAL,6855075895305043989,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:33,24950.0,1,24950.0,NEUTRAL,6855075895305044000,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:33,24950.0,1,24950.0,NEUTRAL,6855075895305044011,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:33,24950.0,1,24950.0,NEUTRAL,6855075895305044014,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:34,24952.0,1,24952.0,BUY,6855075899600011271,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:34,24951.0,1,24951.0,NEUTRAL,6855075899600011278,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:34,24951.0,1,24951.0,NEUTRAL,6855075899600011288,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:34,24951.0,1,24951.0,NEUTRAL,6855075899600011291,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:34,24952.0,3,74856.0,BUY,6855075899600011302,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:34,24953.0,1,24953.0,BUY,6855075899600011309,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:34,24954.0,2,49908.0,BUY,6855075899600011356,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:34,24956.0,1,24956.0,BUY,6855075899600011401,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:35,24956.0,1,24956.0,BUY,6855075903894978587,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:35,24958.0,1,24958.0,BUY,6855075903894978617,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:35,24961.0,1,24961.0,BUY,6855075903894978666,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:35,24964.0,1,24964.0,BUY,6855075903894978715,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:35,24964.0,1,24964.0,BUY,6855075903894978734,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:35,24963.0,1,24963.0,BUY,6855075903894978737,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:35,24966.0,1,24966.0,NEUTRAL,6855075903894978828,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:35,24966.0,1,24966.0,BUY,6855075903894978835,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:35,24966.0,1,24966.0,BUY,6855075903894978838,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:36,24958.0,1,24958.0,BUY,6855075908189945966,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:39,24954.0,1,24954.0,SELL,6855075921074847767,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:40,24952.0,1,24952.0,SELL,6855075925369815051,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:43,24954.0,5,124770.0,NEUTRAL,6855075938254716938,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:43,24953.0,1,24953.0,SELL,6855075938254716945,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:43,24951.0,1,24951.0,NEUTRAL,6855075938254716984,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:44,24952.0,1,24952.0,NEUTRAL,6855075942549684269,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:47,24950.0,3,74850.0,SELL,6855075955434586118,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:48,24944.0,1,24944.0,SELL,6855075959729553463,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:52,24944.0,1,24944.0,BUY,6855075976909422635,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:52,24947.0,1,24947.0,BUY,6855075976909422733,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:53,24940.0,1,24940.0,SELL,6855075981204389922,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:54,24937.0,1,24937.0,SELL,6855075985499357253,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:55,24936.0,1,24936.0,SELL,6855075989794324495,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:55,24936.0,1,24936.0,SELL,6855075989794324498,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:55,24937.0,1,24937.0,NEUTRAL,6855075989794324513,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:55,24933.0,1,24933.0,SELL,6855075989794324582,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:55,24932.0,1,24932.0,SELL,6855075989794324664,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:56,24937.0,1,24937.0,NEUTRAL,6855075994089291795,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:56,24933.0,2,49866.0,NEUTRAL,6855075994089291829,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:57,24938.0,2,49876.0,BUY,6855075998384259111,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:57,24938.0,1,24938.0,BUY,6855075998384259118,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:57,24941.0,1,24941.0,BUY,6855075998384259165,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:57,24941.0,1,24941.0,BUY,6855075998384259172,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:57,24941.0,1,24941.0,BUY,6855075998384259179,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:57,24941.0,1,24941.0,BUY,6855075998384259182,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:57,24941.0,1,24941.0,BUY,6855075998384259185,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:57,24941.0,1,24941.0,BUY,6855075998384259188,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:57,24942.0,1,24942.0,BUY,6855075998384259203,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:58,24937.0,1,24937.0,NEUTRAL,6855076002679226435,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:15:59,24932.0,1,24932.0,SELL,6855076006974193696,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:16:00,24929.0,1,24929.0,SELL,6855076011269161098,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:16:01,24927.0,1,24927.0,SELL,6855076015564128283,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:16:01,24925.0,1,24925.0,SELL,6855076015564128427,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:16:02,24921.0,1,24921.0,SELL,6855076019859095641,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:16:03,24917.0,1,24917.0,SELL,6855076024154062896,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:16:05,24915.0,1,24915.0,SELL,6855076032743997497,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:16:05,24915.0,1,24915.0,SELL,6855076032743997500,AUTO_MATCH,REALTIME
HK.999010,2020-07-30 09:16:05,24915.0,1,24915.0,SELL,6855076032743997547,AUTO_MATCH,REALTIME
