pair_id,cash_inflow,order_time
20247.0,-8.0,2019-11-15 14:31:00
20249.0,11.0,2019-11-15 14:40:00
20251.0,-7.0,2019-11-15 14:44:00
20253.0,-9.0,2019-11-15 14:51:00
20255.0,-2.0,2019-11-15 15:10:00
20257.0,-31.0,2019-11-15 15:14:00
20259.0,-9.0,2019-11-15 15:21:00
20261.0,-16.0,2019-11-15 15:27:00
20263.0,-3.0,2019-11-15 15:36:00
20265.0,-6.0,2019-11-15 15:45:00
20267.0,12.0,2019-11-15 15:54:00
20269.0,-15.0,2019-11-15 16:00:00
20271.0,-15.0,2019-11-15 16:04:00
20273.0,-22.0,2019-11-15 16:07:00
20275.0,3.0,2019-11-15 16:17:00
20277.0,3.0,2019-11-15 16:28:00
20279.0,-24.0,2019-11-15 17:18:00
20281.0,-5.0,2019-11-15 17:25:00
20283.0,10.0,2019-11-15 17:45:00
20285.0,0.0,2019-11-15 17:50:00
20287.0,-3.0,2019-11-15 17:53:00
20289.0,-3.0,2019-11-15 17:59:00
20291.0,-3.0,2019-11-15 18:04:00
20293.0,-6.0,2019-11-15 18:06:00
20295.0,29.0,2019-11-15 18:33:00
20297.0,-7.0,2019-11-15 18:38:00
20299.0,-7.0,2019-11-15 18:48:00
20301.0,-12.0,2019-11-15 18:53:00
20303.0,10.0,2019-11-15 19:24:00
20305.0,11.0,2019-11-15 19:46:00
20307.0,-5.0,2019-11-15 19:47:00
20309.0,-4.0,2019-11-15 19:54:00
20311.0,-5.0,2019-11-15 20:04:00
20313.0,9.0,2019-11-15 20:14:00
20315.0,-4.0,2019-11-15 20:21:00
20317.0,4.0,2019-11-15 20:29:00
20319.0,-1.0,2019-11-15 20:30:00
20321.0,0.0,2019-11-15 20:39:00
20323.0,-14.0,2019-11-15 20:41:00
20325.0,-2.0,2019-11-15 20:50:00
20327.0,7.0,2019-11-15 21:10:00
20329.0,-3.0,2019-11-15 21:20:00
20331.0,-1.0,2019-11-15 21:26:00
20333.0,-2.0,2019-11-15 21:30:00
20335.0,-4.0,2019-11-15 21:37:00
20337.0,20.0,2019-11-15 21:54:00
20339.0,0.0,2019-11-15 21:59:00
20341.0,0.0,2019-11-15 22:02:00
20343.0,0.0,2019-11-15 22:15:00
20345.0,4.0,2019-11-15 22:36:00
20347.0,-20.0,2019-11-15 22:41:00
20349.0,-12.0,2019-11-15 22:49:00
20351.0,-3.0,2019-11-15 23:06:00
20353.0,19.0,2019-11-15 23:28:00
20355.0,-8.0,2019-11-15 23:32:00
20357.0,1.0,2019-11-15 23:42:00
20359.0,-11.0,2019-11-15 23:44:00
20361.0,-4.0,2019-11-15 23:56:00
20363.0,-16.0,2019-11-16 00:02:00
20365.0,-3.0,2019-11-16 00:13:00
20367.0,-3.0,2019-11-16 00:14:00
20369.0,-3.0,2019-11-16 00:20:00
20371.0,-4.0,2019-11-16 00:29:00
20373.0,12.0,2019-11-16 00:40:00
20375.0,19.0,2019-11-16 00:56:00
20377.0,3.0,2019-11-16 00:57:00
20379.0,-2.0,2019-11-16 01:00:00
20381.0,1.0,2019-11-16 01:14:00
20383.0,-7.0,2019-11-16 01:19:00
20385.0,-2.0,2019-11-16 01:26:00
20387.0,-5.0,2019-11-16 01:34:00
20389.0,6.0,2019-11-16 01:44:00
20391.0,0.0,2019-11-16 01:45:00
20393.0,-5.0,2019-11-16 01:55:00
20395.0,3.0,2019-11-16 02:15:00
20397.0,-3.0,2019-11-16 02:20:00
20399.0,1.0,2019-11-16 02:30:00
20401.0,-4.0,2019-11-16 02:35:00
20403.0,1.0,2019-11-16 02:47:00
20405.0,-8.0,2019-11-18 09:16:00
20407.0,-35.0,2019-11-18 09:17:00
20409.0,36.0,2019-11-18 09:27:00
20411.0,-31.0,2019-11-18 09:36:00
20413.0,20.0,2019-11-18 09:45:00
20415.0,-31.0,2019-11-18 09:49:00
20417.0,110.0,2019-11-18 10:14:00
20419.0,-4.0,2019-11-18 10:18:00
20421.0,-5.0,2019-11-18 10:23:00
20423.0,6.0,2019-11-18 10:39:00
20425.0,-19.0,2019-11-18 10:44:00
20427.0,-12.0,2019-11-18 10:56:00
20429.0,-16.0,2019-11-18 11:04:00
20431.0,-16.0,2019-11-18 11:16:00
20433.0,16.0,2019-11-18 11:26:00
20435.0,10.0,2019-11-18 11:28:00
20437.0,0.0,2019-11-18 11:32:00
20439.0,-11.0,2019-11-18 11:34:00
20441.0,-6.0,2019-11-18 11:41:00
20443.0,112.0,2019-11-18 13:20:00
20445.0,15.0,2019-11-18 13:40:00
20447.0,-16.0,2019-11-18 13:47:00
20449.0,32.0,2019-11-18 13:56:00
20451.0,-23.0,2019-11-18 14:02:00
20453.0,-11.0,2019-11-18 14:09:00
20455.0,-10.0,2019-11-18 14:16:00
20457.0,15.0,2019-11-18 14:28:00
20459.0,-16.0,2019-11-18 14:36:00
20461.0,-23.0,2019-11-18 14:41:00
20463.0,-9.0,2019-11-18 14:46:00
20465.0,-16.0,2019-11-18 14:50:00
20467.0,-9.0,2019-11-18 15:02:00
20469.0,0.0,2019-11-18 15:13:00
20471.0,-42.0,2019-11-18 15:17:00
20473.0,-5.0,2019-11-18 15:25:00
20475.0,-17.0,2019-11-18 15:36:00
20477.0,-15.0,2019-11-18 15:40:00
20479.0,6.0,2019-11-18 15:50:00
20481.0,0.0,2019-11-18 15:55:00
20483.0,4.0,2019-11-18 15:56:00
20485.0,-3.0,2019-11-18 16:02:00
20487.0,-36.0,2019-11-18 16:09:00
20489.0,-21.0,2019-11-18 16:20:00
20491.0,-18.0,2019-11-18 16:26:00
20493.0,-10.0,2019-11-18 17:19:00
20495.0,-4.0,2019-11-18 17:25:00
20497.0,-8.0,2019-11-18 17:29:00
20499.0,-1.0,2019-11-18 17:36:00
20501.0,5.0,2019-11-18 17:59:00
20503.0,-13.0,2019-11-18 18:03:00
20505.0,-6.0,2019-11-18 18:09:00
20507.0,16.0,2019-11-18 18:35:00
20509.0,-7.0,2019-11-18 18:38:00
20511.0,6.0,2019-11-18 18:57:00
20513.0,-8.0,2019-11-18 19:00:00
20515.0,-3.0,2019-11-18 19:06:00
20517.0,-3.0,2019-11-18 19:11:00
20519.0,2.0,2019-11-18 19:19:00
20521.0,0.0,2019-11-18 19:22:00
20523.0,1.0,2019-11-18 19:31:00
20525.0,-9.0,2019-11-18 19:35:00
20527.0,-12.0,2019-11-18 19:39:00
20529.0,-2.0,2019-11-18 19:47:00
20531.0,10.0,2019-11-18 20:04:00
20533.0,9.0,2019-11-18 20:15:00
20535.0,1.0,2019-11-18 20:26:00
20537.0,8.0,2019-11-18 20:53:00
20539.0,-3.0,2019-11-18 21:00:00
20541.0,-9.0,2019-11-18 21:02:00
20543.0,3.0,2019-11-18 21:14:00
20545.0,-6.0,2019-11-18 21:19:00
20547.0,74.0,2019-11-18 21:36:00
20549.0,3.0,2019-11-18 21:40:00
20551.0,-6.0,2019-11-18 21:43:00
20553.0,8.0,2019-11-18 21:57:00
20555.0,-7.0,2019-11-18 22:04:00
20557.0,-16.0,2019-11-18 22:09:00
20559.0,-7.0,2019-11-18 22:16:00
20561.0,6.0,2019-11-18 22:38:00
20563.0,24.0,2019-11-18 22:50:00
20565.0,13.0,2019-11-18 23:16:00
20567.0,20.0,2019-11-18 23:34:00
20569.0,3.0,2019-11-18 23:36:00
20571.0,-7.0,2019-11-18 23:37:00
20573.0,20.0,2019-11-18 23:57:00
20575.0,-8.0,2019-11-19 00:01:00
20577.0,-10.0,2019-11-19 00:07:00
20579.0,-30.0,2019-11-19 00:11:00
20581.0,-11.0,2019-11-19 00:19:00
20583.0,-21.0,2019-11-19 00:23:00
20585.0,7.0,2019-11-19 00:32:00
20587.0,-6.0,2019-11-19 00:34:00
20589.0,3.0,2019-11-19 00:41:00
20591.0,-1.0,2019-11-19 00:51:00
20593.0,-5.0,2019-11-19 00:57:00
20595.0,3.0,2019-11-19 01:11:00
20597.0,-6.0,2019-11-19 01:27:00
20599.0,5.0,2019-11-19 01:37:00
20601.0,-4.0,2019-11-19 01:45:00
20603.0,2.0,2019-11-19 01:53:00
20605.0,-2.0,2019-11-19 01:55:00
20607.0,-5.0,2019-11-19 02:01:00
20609.0,-3.0,2019-11-19 02:05:00
20611.0,-1.0,2019-11-19 02:08:00
20613.0,0.0,2019-11-19 02:12:00
20615.0,3.0,2019-11-19 02:18:00
20617.0,-3.0,2019-11-19 02:25:00
20619.0,2.0,2019-11-19 02:43:00
20621.0,-2.0,2019-11-19 02:51:00
20623.0,-1.0,2019-11-19 02:56:00
20625.0,2.0,2019-11-19 02:57:00
20627.0,-1.0,2019-11-19 02:58:00
20629.0,-58.0,2019-11-19 09:16:00
20631.0,-84.0,2019-11-19 09:21:00
20633.0,-44.0,2019-11-19 09:26:00
20635.0,-74.0,2019-11-19 09:32:00
20637.0,221.0,2019-11-19 10:02:00
20639.0,-34.0,2019-11-19 10:09:00
20641.0,-2.0,2019-11-19 10:18:00
20643.0,-28.0,2019-11-19 10:20:00
20645.0,-12.0,2019-11-19 10:31:00
20647.0,-32.0,2019-11-19 10:33:00
20649.0,7.0,2019-11-19 10:41:00
20651.0,-16.0,2019-11-19 10:42:00
20653.0,-31.0,2019-11-19 10:49:00
20655.0,-32.0,2019-11-19 10:56:00
20657.0,-46.0,2019-11-19 11:01:00
20659.0,-10.0,2019-11-19 11:11:00
20661.0,-23.0,2019-11-19 11:15:00
20663.0,3.0,2019-11-19 11:27:00
20665.0,22.0,2019-11-19 11:51:00
20667.0,-11.0,2019-11-19 12:00:00
20669.0,7.0,2019-11-19 13:09:00
20671.0,-4.0,2019-11-19 13:13:00
20673.0,3.0,2019-11-19 13:21:00
20675.0,-7.0,2019-11-19 13:26:00
20677.0,-28.0,2019-11-19 13:36:00
20679.0,-17.0,2019-11-19 13:43:00
20681.0,45.0,2019-11-19 14:03:00
20683.0,4.0,2019-11-19 14:08:00
20685.0,3.0,2019-11-19 14:09:00
20687.0,7.0,2019-11-19 14:14:00
20689.0,-5.0,2019-11-19 14:16:00
20691.0,-31.0,2019-11-19 14:21:00
20693.0,9.0,2019-11-19 14:40:00
20695.0,-9.0,2019-11-19 14:44:00
20697.0,-12.0,2019-11-19 14:48:00
20699.0,-19.0,2019-11-19 14:52:00
20701.0,1.0,2019-11-19 15:02:00
20703.0,0.0,2019-11-19 15:11:00
20705.0,9.0,2019-11-19 15:21:00
20707.0,-10.0,2019-11-19 15:26:00
20709.0,19.0,2019-11-19 15:37:00
20711.0,3.0,2019-11-19 15:38:00
20713.0,0.0,2019-11-19 15:58:00
20715.0,2.0,2019-11-19 16:15:00
20717.0,-20.0,2019-11-19 16:20:00
20719.0,-18.0,2019-11-19 16:26:00
20721.0,0.0,2019-11-19 17:20:00
20723.0,-26.0,2019-11-19 17:23:00
20725.0,-17.0,2019-11-19 17:30:00
20727.0,-1.0,2019-11-19 17:38:00
20729.0,2.0,2019-11-19 17:43:00
20731.0,0.0,2019-11-19 17:44:00
20733.0,17.0,2019-11-19 18:03:00
20735.0,0.0,2019-11-19 18:12:00
20737.0,7.0,2019-11-19 18:27:00
20739.0,-11.0,2019-11-19 18:31:00
20741.0,-8.0,2019-11-19 18:37:00
20743.0,-7.0,2019-11-19 18:42:00
20745.0,-3.0,2019-11-19 18:47:00
20747.0,29.0,2019-11-19 19:31:00
20749.0,-2.0,2019-11-19 19:40:00
20751.0,7.0,2019-11-19 20:00:00
20753.0,-3.0,2019-11-19 20:02:00
20755.0,3.0,2019-11-19 20:19:00
20757.0,-4.0,2019-11-19 20:29:00
20759.0,4.0,2019-11-19 20:43:00
20761.0,-8.0,2019-11-19 20:46:00
20763.0,-3.0,2019-11-19 20:59:00
20765.0,-8.0,2019-11-19 21:03:00
20767.0,-5.0,2019-11-19 21:09:00
20769.0,-4.0,2019-11-19 21:25:00
20771.0,22.0,2019-11-19 21:54:00
20773.0,-5.0,2019-11-19 21:58:00
20775.0,-10.0,2019-11-19 22:02:00
20777.0,-1.0,2019-11-19 22:10:00
20779.0,2.0,2019-11-19 22:18:00
20781.0,-5.0,2019-11-19 22:21:00
20783.0,54.0,2019-11-19 22:49:00
20785.0,-8.0,2019-11-19 22:55:00
20787.0,-6.0,2019-11-19 22:59:00
20789.0,-16.0,2019-11-19 23:04:00
20791.0,10.0,2019-11-19 23:21:00
20793.0,-8.0,2019-11-19 23:25:00
20795.0,5.0,2019-11-19 23:32:00
20797.0,-11.0,2019-11-19 23:38:00
20799.0,-12.0,2019-11-19 23:44:00
20801.0,-18.0,2019-11-19 23:48:00
20803.0,9.0,2019-11-20 00:05:00
20805.0,0.0,2019-11-20 00:13:00
20807.0,-8.0,2019-11-20 00:15:00
20809.0,-3.0,2019-11-20 00:20:00
20811.0,-3.0,2019-11-20 00:21:00
20813.0,21.0,2019-11-20 00:45:00
20815.0,4.0,2019-11-20 00:55:00
20817.0,12.0,2019-11-20 01:13:00
20819.0,-14.0,2019-11-20 01:17:00
20821.0,0.0,2019-11-20 01:23:00
20823.0,2.0,2019-11-20 01:24:00
20825.0,-7.0,2019-11-20 01:27:00
20827.0,-8.0,2019-11-20 01:48:00
20829.0,-9.0,2019-11-20 01:55:00
20831.0,10.0,2019-11-20 02:11:00
20833.0,5.0,2019-11-20 02:20:00
20835.0,-4.0,2019-11-20 02:21:00
20837.0,-3.0,2019-11-20 02:26:00
20839.0,-4.0,2019-11-20 02:29:00
20841.0,-8.0,2019-11-20 02:38:00
20843.0,-7.0,2019-11-20 02:43:00
20845.0,-1.0,2019-11-20 02:48:00
20847.0,-5.0,2019-11-20 02:59:00
20849.0,-82.0,2019-11-20 09:16:00
20851.0,-47.0,2019-11-20 09:34:00
20853.0,-62.0,2019-11-20 09:40:00
20855.0,41.0,2019-11-20 09:52:00
20857.0,14.0,2019-11-20 09:56:00
20859.0,-20.0,2019-11-20 09:58:00
20861.0,-15.0,2019-11-20 10:05:00
20863.0,-31.0,2019-11-20 10:10:00
20865.0,27.0,2019-11-20 10:21:00
20867.0,-9.0,2019-11-20 10:22:00
20869.0,-5.0,2019-11-20 10:28:00
20871.0,-17.0,2019-11-20 10:30:00
20873.0,0.0,2019-11-20 10:39:00
20875.0,8.0,2019-11-20 10:47:00
20877.0,-13.0,2019-11-20 10:59:00
20879.0,-23.0,2019-11-20 11:05:00
20881.0,-14.0,2019-11-20 11:10:00
20883.0,-13.0,2019-11-20 11:22:00
20885.0,-2.0,2019-11-20 11:38:00
20887.0,-10.0,2019-11-20 11:44:00
20889.0,-1.0,2019-11-20 11:51:00
20891.0,-9.0,2019-11-20 13:02:00
20893.0,-7.0,2019-11-20 13:11:00
20895.0,15.0,2019-11-20 13:25:00
20897.0,-7.0,2019-11-20 13:33:00
20899.0,-7.0,2019-11-20 13:40:00
20901.0,22.0,2019-11-20 14:03:00
20903.0,-10.0,2019-11-20 14:07:00
20905.0,-15.0,2019-11-20 14:13:00
20907.0,45.0,2019-11-20 14:39:00
20909.0,-12.0,2019-11-20 14:43:00
20911.0,-13.0,2019-11-20 14:47:00
20913.0,20.0,2019-11-20 15:18:00
20915.0,-19.0,2019-11-20 15:31:00
20917.0,-9.0,2019-11-20 15:39:00
20919.0,29.0,2019-11-20 15:50:00
20921.0,-4.0,2019-11-20 16:00:00
20923.0,-18.0,2019-11-20 16:08:00
20925.0,-37.0,2019-11-20 16:13:00
20927.0,8.0,2019-11-20 16:23:00
20929.0,-3.0,2019-11-20 16:25:00
20931.0,45.0,2019-11-20 17:23:00
20933.0,25.0,2019-11-20 17:40:00
20935.0,-11.0,2019-11-20 17:45:00
20937.0,-10.0,2019-11-20 17:50:00
20939.0,-2.0,2019-11-20 18:03:00
20941.0,-8.0,2019-11-20 18:10:00
20943.0,7.0,2019-11-20 18:22:00
20945.0,-6.0,2019-11-20 18:26:00
20947.0,-5.0,2019-11-20 18:33:00
20949.0,0.0,2019-11-20 18:40:00
20951.0,1.0,2019-11-20 18:42:00
20953.0,1.0,2019-11-20 18:56:00
20955.0,25.0,2019-11-20 19:16:00
20957.0,3.0,2019-11-20 19:19:00
20959.0,3.0,2019-11-20 19:22:00
20961.0,-2.0,2019-11-20 19:25:00
20963.0,-6.0,2019-11-20 19:33:00
20965.0,32.0,2019-11-20 20:17:00
20967.0,-2.0,2019-11-20 20:24:00
20969.0,-4.0,2019-11-20 20:28:00
20971.0,-4.0,2019-11-20 20:35:00
20973.0,-3.0,2019-11-20 20:41:00
20975.0,5.0,2019-11-20 20:51:00
20977.0,-4.0,2019-11-20 20:54:00
20979.0,-2.0,2019-11-20 21:09:00
20981.0,14.0,2019-11-20 21:29:00
20983.0,-8.0,2019-11-20 21:32:00
20985.0,-6.0,2019-11-20 21:39:00
20987.0,-1.0,2019-11-20 21:44:00
20989.0,-8.0,2019-11-20 21:47:00
20991.0,0.0,2019-11-20 21:55:00
20993.0,-6.0,2019-11-20 21:58:00
20995.0,-5.0,2019-11-20 22:08:00
20997.0,4.0,2019-11-20 22:17:00
20999.0,-1.0,2019-11-20 22:23:00
21001.0,-2.0,2019-11-20 22:27:00
21003.0,-18.0,2019-11-20 22:34:00
21005.0,-1.0,2019-11-20 22:46:00
21007.0,-17.0,2019-11-20 22:49:00
21009.0,-10.0,2019-11-20 22:55:00
21011.0,-12.0,2019-11-20 22:59:00
21013.0,-4.0,2019-11-20 23:07:00
21015.0,22.0,2019-11-20 23:30:00
21017.0,8.0,2019-11-20 23:40:00
21019.0,8.0,2019-11-20 23:51:00
21021.0,-2.0,2019-11-21 00:00:00
21023.0,-10.0,2019-11-21 00:04:00
21025.0,-13.0,2019-11-21 00:11:00
21027.0,-3.0,2019-11-21 00:20:00
21029.0,-8.0,2019-11-21 00:32:00
21031.0,17.0,2019-11-21 01:11:00
21033.0,-3.0,2019-11-21 01:17:00
21035.0,21.0,2019-11-21 01:40:00
21037.0,-1.0,2019-11-21 01:44:00
21039.0,77.0,2019-11-21 02:06:00
21041.0,-15.0,2019-11-21 02:08:00
21043.0,29.0,2019-11-21 02:24:00
21045.0,-11.0,2019-11-21 02:32:00
21047.0,4.0,2019-11-21 02:39:00
21049.0,0.0,2019-11-21 02:41:00
21051.0,-15.0,2019-11-21 02:46:00
21053.0,3.0,2019-11-21 02:51:00
21055.0,-16.0,2019-11-21 02:53:00
21057.0,-121.0,2019-11-21 09:16:00
21059.0,232.0,2019-11-21 09:51:00
21061.0,-24.0,2019-11-21 09:55:00
21063.0,-43.0,2019-11-21 09:58:00
21065.0,7.0,2019-11-21 10:17:00
21067.0,-111.0,2019-11-21 10:22:00
21069.0,-30.0,2019-11-21 10:30:00
21071.0,-38.0,2019-11-21 10:33:00
21073.0,-31.0,2019-11-21 10:38:00
21075.0,-8.0,2019-11-21 10:43:00
21077.0,-14.0,2019-11-21 10:45:00
21079.0,-36.0,2019-11-21 10:51:00
21081.0,-5.0,2019-11-21 10:57:00
21083.0,-41.0,2019-11-21 11:00:00
21085.0,-44.0,2019-11-21 11:05:00
21087.0,15.0,2019-11-21 11:18:00
21089.0,-13.0,2019-11-21 11:22:00
21091.0,-14.0,2019-11-21 11:27:00
21093.0,3.0,2019-11-21 11:34:00
21095.0,-9.0,2019-11-21 11:36:00
21097.0,-17.0,2019-11-21 11:44:00
21099.0,-19.0,2019-11-21 11:50:00
21101.0,-13.0,2019-11-21 11:55:00
21103.0,-10.0,2019-11-21 13:05:00
21105.0,-10.0,2019-11-21 13:11:00
21107.0,1.0,2019-11-21 13:17:00
21109.0,-2.0,2019-11-21 13:21:00
21111.0,6.0,2019-11-21 13:31:00
21113.0,-12.0,2019-11-21 13:36:00
21115.0,-27.0,2019-11-21 13:38:00
21117.0,-8.0,2019-11-21 13:46:00
21119.0,6.0,2019-11-21 13:56:00
21121.0,-13.0,2019-11-21 14:00:00
21123.0,-20.0,2019-11-21 14:04:00
21125.0,-15.0,2019-11-21 14:09:00
21127.0,4.0,2019-11-21 14:19:00
21129.0,27.0,2019-11-21 14:49:00
21131.0,-1.0,2019-11-21 14:59:00
21133.0,0.0,2019-11-21 15:01:00
21135.0,-28.0,2019-11-21 15:08:00
21137.0,-21.0,2019-11-21 15:14:00
21139.0,-1.0,2019-11-21 15:15:00
21141.0,1.0,2019-11-21 15:17:00
21143.0,-1.0,2019-11-21 15:18:00
21145.0,4.0,2019-11-21 15:23:00
21147.0,2.0,2019-11-21 15:26:00
21149.0,8.0,2019-11-21 15:34:00
21151.0,-5.0,2019-11-21 15:37:00
21153.0,-8.0,2019-11-21 15:47:00
21155.0,3.0,2019-11-21 15:57:00
21157.0,-8.0,2019-11-21 15:59:00
21159.0,-13.0,2019-11-21 16:05:00
21161.0,-13.0,2019-11-21 16:10:00
21163.0,0.0,2019-11-21 16:17:00
21165.0,-6.0,2019-11-21 16:19:00
21167.0,0.0,2019-11-21 17:20:00
21169.0,-3.0,2019-11-21 17:23:00
21171.0,-5.0,2019-11-21 17:32:00
21173.0,14.0,2019-11-21 17:52:00
21175.0,1.0,2019-11-21 18:00:00
21177.0,62.0,2019-11-21 18:27:00
21179.0,-13.0,2019-11-21 18:33:00
21181.0,-16.0,2019-11-21 18:38:00
21183.0,-8.0,2019-11-21 18:47:00
21185.0,-9.0,2019-11-21 18:54:00
21187.0,-9.0,2019-11-21 18:57:00
21189.0,-4.0,2019-11-21 19:02:00
21191.0,1.0,2019-11-21 19:14:00
21193.0,-2.0,2019-11-21 19:26:00
21195.0,-3.0,2019-11-21 19:36:00
21197.0,8.0,2019-11-21 19:56:00
21199.0,-1.0,2019-11-21 20:10:00
21201.0,-8.0,2019-11-21 20:13:00
21203.0,0.0,2019-11-21 20:20:00
21205.0,-8.0,2019-11-21 20:23:00
21207.0,-1.0,2019-11-21 20:32:00
21209.0,-7.0,2019-11-21 20:36:00
21211.0,-5.0,2019-11-21 20:47:00
21213.0,4.0,2019-11-21 21:01:00
21215.0,-8.0,2019-11-21 21:04:00
21217.0,-4.0,2019-11-21 21:05:00
21219.0,-24.0,2019-11-21 21:36:00
21221.0,-11.0,2019-11-21 21:38:00
21223.0,-9.0,2019-11-21 21:46:00
21225.0,-8.0,2019-11-21 21:49:00
21227.0,0.0,2019-11-21 22:16:00
21229.0,8.0,2019-11-21 22:29:00
21231.0,48.0,2019-11-21 22:49:00
21233.0,14.0,2019-11-21 23:02:00
21235.0,-20.0,2019-11-21 23:07:00
21237.0,1.0,2019-11-21 23:16:00
21239.0,57.0,2019-11-21 23:39:00
21241.0,5.0,2019-11-21 23:54:00
21243.0,-19.0,2019-11-21 23:59:00
21245.0,17.0,2019-11-22 00:13:00
21247.0,1.0,2019-11-22 00:25:00
21249.0,-13.0,2019-11-22 00:30:00
21251.0,0.0,2019-11-22 00:41:00
21253.0,-1.0,2019-11-22 00:52:00
21255.0,-4.0,2019-11-22 01:05:00
21257.0,5.0,2019-11-22 01:20:00
21259.0,-1.0,2019-11-22 01:25:00
21261.0,5.0,2019-11-22 01:30:00
21263.0,1.0,2019-11-22 01:31:00
21265.0,5.0,2019-11-22 01:48:00
21267.0,-3.0,2019-11-22 01:55:00
21269.0,-7.0,2019-11-22 01:57:00
21271.0,-10.0,2019-11-22 01:59:00
21273.0,1.0,2019-11-22 02:00:00
21275.0,-3.0,2019-11-22 02:01:00
21277.0,-4.0,2019-11-22 02:15:00
21279.0,-6.0,2019-11-22 02:21:00
21281.0,-14.0,2019-11-22 02:23:00
21283.0,-8.0,2019-11-22 02:31:00
21285.0,-6.0,2019-11-22 02:35:00
21287.0,4.0,2019-11-22 02:44:00
21289.0,-5.0,2019-11-22 02:45:00
21291.0,-6.0,2019-11-22 02:50:00
21293.0,-1.0,2019-11-22 02:57:00
21295.0,-117.0,2019-11-22 09:16:00
21297.0,-78.0,2019-11-22 09:25:00
21299.0,-19.0,2019-11-22 09:26:00
21301.0,25.0,2019-11-22 09:38:00
21303.0,8.0,2019-11-22 09:45:00
21305.0,-23.0,2019-11-22 09:50:00
21307.0,-35.0,2019-11-22 09:57:00
21309.0,-22.0,2019-11-22 10:04:00
21311.0,-8.0,2019-11-22 10:12:00
21313.0,-12.0,2019-11-22 10:15:00
21315.0,28.0,2019-11-22 10:25:00
21317.0,-10.0,2019-11-22 10:31:00
21319.0,4.0,2019-11-22 10:36:00
21321.0,12.0,2019-11-22 10:40:00
21323.0,6.0,2019-11-22 10:41:00
21325.0,-8.0,2019-11-22 10:42:00
21327.0,36.0,2019-11-22 11:02:00
21329.0,-5.0,2019-11-22 11:04:00
21331.0,-15.0,2019-11-22 11:12:00
21333.0,-10.0,2019-11-22 11:17:00
21335.0,1.0,2019-11-22 11:23:00
21337.0,12.0,2019-11-22 11:40:00
21339.0,-12.0,2019-11-22 11:44:00
21341.0,0.0,2019-11-22 11:51:00
21343.0,-2.0,2019-11-22 11:53:00
21345.0,-8.0,2019-11-22 13:01:00
21347.0,3.0,2019-11-22 13:09:00
21349.0,-4.0,2019-11-22 13:12:00
21351.0,-17.0,2019-11-22 13:17:00
21353.0,3.0,2019-11-22 13:33:00
21355.0,1.0,2019-11-22 13:47:00
21357.0,-9.0,2019-11-22 13:52:00
21359.0,-2.0,2019-11-22 13:57:00
21361.0,-36.0,2019-11-22 14:18:00
21363.0,-12.0,2019-11-22 14:25:00
21365.0,21.0,2019-11-22 14:55:00
21367.0,3.0,2019-11-22 15:05:00
21369.0,31.0,2019-11-22 15:27:00
21371.0,12.0,2019-11-22 15:41:00
21373.0,-7.0,2019-11-22 15:43:00
21375.0,-13.0,2019-11-22 15:48:00
21377.0,-8.0,2019-11-22 15:54:00
21379.0,-17.0,2019-11-22 15:59:00
21381.0,68.0,2019-11-22 16:26:00
21383.0,35.0,2019-11-22 17:25:00
21385.0,-7.0,2019-11-22 17:32:00
21387.0,-5.0,2019-11-22 17:39:00
21389.0,4.0,2019-11-22 17:54:00
21391.0,-7.0,2019-11-22 18:00:00
21393.0,-4.0,2019-11-22 18:07:00
21395.0,-4.0,2019-11-22 18:18:00
21397.0,-5.0,2019-11-22 18:32:00
21399.0,6.0,2019-11-22 18:55:00
21401.0,-7.0,2019-11-22 19:01:00
21403.0,-3.0,2019-11-22 19:06:00
21405.0,-5.0,2019-11-22 19:09:00
21407.0,2.0,2019-11-22 19:20:00
21409.0,4.0,2019-11-22 19:28:00
21411.0,-4.0,2019-11-22 19:41:00
21413.0,5.0,2019-11-22 19:52:00
21415.0,3.0,2019-11-22 19:57:00
21417.0,26.0,2019-11-22 20:19:00
21419.0,-4.0,2019-11-22 20:25:00
21421.0,-2.0,2019-11-22 20:34:00
21423.0,1.0,2019-11-22 20:50:00
21425.0,-3.0,2019-11-22 21:04:00
21427.0,-2.0,2019-11-22 21:05:00
21429.0,-1.0,2019-11-22 21:06:00
21431.0,7.0,2019-11-22 21:21:00
21433.0,-11.0,2019-11-22 21:26:00
21435.0,-19.0,2019-11-22 21:33:00
21437.0,-12.0,2019-11-22 21:40:00
21439.0,-15.0,2019-11-22 21:46:00
21441.0,7.0,2019-11-22 22:02:00
21443.0,-4.0,2019-11-22 22:05:00
21445.0,0.0,2019-11-22 22:15:00
21447.0,-9.0,2019-11-22 22:20:00
21449.0,-7.0,2019-11-22 22:29:00
21451.0,-17.0,2019-11-22 22:37:00
21453.0,-20.0,2019-11-22 22:44:00
21455.0,-14.0,2019-11-22 22:50:00
21457.0,-2.0,2019-11-22 22:58:00
21459.0,16.0,2019-11-22 23:23:00
21461.0,-22.0,2019-11-22 23:30:00
21463.0,-3.0,2019-11-22 23:41:00
21465.0,-9.0,2019-11-22 23:46:00
21467.0,17.0,2019-11-23 00:11:00
21469.0,-7.0,2019-11-23 00:16:00
21471.0,-6.0,2019-11-23 00:24:00
21473.0,7.0,2019-11-23 00:55:00
21475.0,-1.0,2019-11-23 01:06:00
21477.0,-5.0,2019-11-23 01:13:00
21479.0,-3.0,2019-11-23 01:21:00
