pair_id,cash_inflow,order_time
5805.0,-7.0,2019-08-09 15:15:00
5807.0,35.0,2019-08-09 15:32:00
5809.0,-22.0,2019-08-09 15:33:00
5811.0,-15.0,2019-08-09 15:39:00
5813.0,-15.0,2019-08-09 15:43:00
5815.0,8.0,2019-08-09 15:53:00
5817.0,-18.0,2019-08-09 16:00:00
5819.0,5.0,2019-08-09 16:08:00
5821.0,-25.0,2019-08-09 16:10:00
5823.0,-13.0,2019-08-09 16:17:00
5825.0,24.0,2019-08-09 17:23:00
5827.0,23.0,2019-08-09 17:40:00
5829.0,1.0,2019-08-09 17:49:00
5831.0,10.0,2019-08-09 18:01:00
5833.0,-14.0,2019-08-09 18:10:00
5835.0,-10.0,2019-08-09 18:20:00
5837.0,-16.0,2019-08-09 18:26:00
5839.0,21.0,2019-08-09 18:37:00
5841.0,-8.0,2019-08-09 18:44:00
5843.0,-15.0,2019-08-09 18:48:00
5845.0,6.0,2019-08-09 18:57:00
5847.0,-2.0,2019-08-09 18:58:00
5849.0,-15.0,2019-08-09 19:03:00
5851.0,-3.0,2019-08-09 19:08:00
5853.0,2.0,2019-08-09 19:10:00
5855.0,9.0,2019-08-09 19:20:00
5857.0,-1.0,2019-08-09 19:31:00
5859.0,-2.0,2019-08-09 19:38:00
5861.0,9.0,2019-08-09 19:57:00
5863.0,-22.0,2019-08-09 20:04:00
5865.0,20.0,2019-08-09 20:15:00
5867.0,-14.0,2019-08-09 20:21:00
5869.0,-14.0,2019-08-09 20:26:00
5871.0,11.0,2019-08-09 20:40:00
5873.0,16.0,2019-08-09 20:52:00
5875.0,15.0,2019-08-09 20:55:00
5877.0,6.0,2019-08-09 20:56:00
5879.0,-6.0,2019-08-09 21:00:00
5881.0,17.0,2019-08-09 21:14:00
5883.0,1.0,2019-08-09 21:18:00
5885.0,-1.0,2019-08-09 21:20:00
5887.0,-2.0,2019-08-09 21:26:00
5889.0,2.0,2019-08-09 21:30:00
5891.0,-8.0,2019-08-09 21:33:00
5893.0,14.0,2019-08-09 21:45:00
5895.0,40.0,2019-08-09 22:04:00
5897.0,-78.0,2019-08-09 22:09:00
5899.0,9.0,2019-08-09 22:17:00
5901.0,-27.0,2019-08-09 22:20:00
5903.0,47.0,2019-08-09 22:40:00
5905.0,50.0,2019-08-09 23:00:00
5907.0,25.0,2019-08-09 23:14:00
5909.0,9.0,2019-08-09 23:22:00
5911.0,21.0,2019-08-09 23:35:00
5913.0,8.0,2019-08-09 23:55:00
5915.0,-16.0,2019-08-10 00:03:00
5917.0,-8.0,2019-08-10 00:09:00
5919.0,1.0,2019-08-10 00:12:00
5921.0,-8.0,2019-08-10 00:16:00
5923.0,-4.0,2019-08-10 00:24:00
5925.0,-10.0,2019-08-10 00:31:00
5927.0,-16.0,2019-08-10 00:35:00
5929.0,71.0,2019-08-10 01:02:00
5931.0,2.0,2019-08-10 01:07:00
5933.0,11.0,2019-08-10 01:15:00
5935.0,-23.0,2019-08-10 01:19:00
5937.0,41.0,2019-08-10 01:39:00
5939.0,7.0,2019-08-10 01:52:00
5941.0,-18.0,2019-08-10 01:56:00
5943.0,-1.0,2019-08-10 02:09:00
5945.0,-3.0,2019-08-10 02:15:00
5947.0,-1.0,2019-08-10 02:16:00
5949.0,-7.0,2019-08-10 02:19:00
5951.0,-11.0,2019-08-10 02:20:00
5953.0,-2.0,2019-08-10 02:22:00
5955.0,-8.0,2019-08-10 02:24:00
5957.0,-7.0,2019-08-10 02:38:00
5959.0,-16.0,2019-08-10 02:44:00
5961.0,-1.0,2019-08-10 02:51:00
5963.0,-7.0,2019-08-10 02:57:00
5965.0,-77.0,2019-08-12 09:16:00
5967.0,-48.0,2019-08-12 09:25:00
5969.0,119.0,2019-08-12 09:42:00
5971.0,67.0,2019-08-12 09:57:00
5973.0,38.0,2019-08-12 10:11:00
5975.0,-13.0,2019-08-12 10:12:00
5977.0,-12.0,2019-08-12 10:21:00
5979.0,-51.0,2019-08-12 10:25:00
5981.0,-16.0,2019-08-12 10:33:00
5983.0,38.0,2019-08-12 10:50:00
5985.0,-8.0,2019-08-12 10:51:00
5987.0,-14.0,2019-08-12 10:52:00
5989.0,-23.0,2019-08-12 11:00:00
5991.0,-18.0,2019-08-12 11:06:00
5993.0,-22.0,2019-08-12 11:12:00
5995.0,40.0,2019-08-12 11:25:00
5997.0,9.0,2019-08-12 11:34:00
5999.0,2.0,2019-08-12 11:35:00
6001.0,12.0,2019-08-12 11:48:00
6003.0,-6.0,2019-08-12 11:56:00
6005.0,-21.0,2019-08-12 11:59:00
6007.0,25.0,2019-08-12 13:20:00
6009.0,9.0,2019-08-12 13:31:00
6011.0,6.0,2019-08-12 13:34:00
6013.0,19.0,2019-08-12 13:46:00
6015.0,-12.0,2019-08-12 13:50:00
6017.0,13.0,2019-08-12 14:04:00
6019.0,5.0,2019-08-12 14:16:00
6021.0,-20.0,2019-08-12 14:22:00
6023.0,-10.0,2019-08-12 14:28:00
6025.0,9.0,2019-08-12 14:36:00
6027.0,-14.0,2019-08-12 14:38:00
6029.0,-26.0,2019-08-12 14:45:00
6031.0,-19.0,2019-08-12 14:52:00
6033.0,-4.0,2019-08-12 15:00:00
6035.0,-20.0,2019-08-12 15:01:00
6037.0,-13.0,2019-08-12 15:10:00
6039.0,24.0,2019-08-12 15:20:00
6041.0,-3.0,2019-08-12 15:21:00
6043.0,35.0,2019-08-12 15:40:00
6045.0,-12.0,2019-08-12 15:41:00
6047.0,-25.0,2019-08-12 15:46:00
6049.0,-12.0,2019-08-12 15:52:00
6051.0,157.0,2019-08-12 16:17:00
6053.0,-86.0,2019-08-12 16:23:00
6055.0,125.0,2019-08-12 17:33:00
6057.0,-36.0,2019-08-12 17:42:00
6059.0,20.0,2019-08-12 17:58:00
6061.0,-7.0,2019-08-12 17:59:00
6063.0,48.0,2019-08-12 18:16:00
6065.0,-10.0,2019-08-12 18:22:00
6067.0,8.0,2019-08-12 18:28:00
6069.0,-5.0,2019-08-12 18:30:00
6071.0,8.0,2019-08-12 18:39:00
6073.0,-11.0,2019-08-12 18:42:00
6075.0,-2.0,2019-08-12 18:50:00
6077.0,29.0,2019-08-12 19:11:00
6079.0,74.0,2019-08-12 19:37:00
6081.0,-16.0,2019-08-12 19:45:00
6083.0,4.0,2019-08-12 19:57:00
6085.0,18.0,2019-08-12 20:15:00
6087.0,-7.0,2019-08-12 20:19:00
6089.0,6.0,2019-08-12 20:26:00
6091.0,-4.0,2019-08-12 20:34:00
6093.0,-26.0,2019-08-12 20:40:00
6095.0,11.0,2019-08-12 20:52:00
6097.0,37.0,2019-08-12 21:11:00
6099.0,24.0,2019-08-12 21:22:00
6101.0,2.0,2019-08-12 21:25:00
6103.0,-8.0,2019-08-12 21:29:00
6105.0,-17.0,2019-08-12 21:35:00
6107.0,-20.0,2019-08-12 21:47:00
6109.0,5.0,2019-08-12 22:07:00
6111.0,-23.0,2019-08-12 22:15:00
6113.0,56.0,2019-08-12 22:37:00
6115.0,-25.0,2019-08-12 22:41:00
6117.0,-33.0,2019-08-12 22:46:00
6119.0,-28.0,2019-08-12 22:53:00
6121.0,-20.0,2019-08-12 23:03:00
6123.0,44.0,2019-08-12 23:19:00
6125.0,34.0,2019-08-12 23:31:00
6127.0,9.0,2019-08-12 23:43:00
6129.0,36.0,2019-08-12 23:56:00
6131.0,-1.0,2019-08-12 23:57:00
6133.0,-11.0,2019-08-12 23:58:00
6135.0,-3.0,2019-08-13 00:09:00
6137.0,-14.0,2019-08-13 00:16:00
6139.0,-30.0,2019-08-13 00:21:00
6141.0,-23.0,2019-08-13 00:27:00
6143.0,-25.0,2019-08-13 00:32:00
6145.0,-20.0,2019-08-13 00:36:00
6147.0,19.0,2019-08-13 00:50:00
6149.0,-19.0,2019-08-13 00:53:00
6151.0,-20.0,2019-08-13 00:58:00
6153.0,-19.0,2019-08-13 01:03:00
6155.0,-6.0,2019-08-13 01:08:00
6157.0,3.0,2019-08-13 01:20:00
6159.0,2.0,2019-08-13 01:26:00
6161.0,8.0,2019-08-13 01:34:00
6163.0,52.0,2019-08-13 01:56:00
6165.0,-3.0,2019-08-13 02:08:00
6167.0,0.0,2019-08-13 02:14:00
6169.0,-1.0,2019-08-13 02:18:00
6171.0,18.0,2019-08-13 02:35:00
6173.0,0.0,2019-08-13 02:38:00
6175.0,25.0,2019-08-13 02:51:00
6177.0,219.0,2019-08-13 09:30:00
6179.0,-54.0,2019-08-13 09:32:00
6181.0,-54.0,2019-08-13 09:42:00
6183.0,64.0,2019-08-13 09:55:00
6185.0,-52.0,2019-08-13 09:59:00
6187.0,2.0,2019-08-13 10:09:00
6189.0,-34.0,2019-08-13 10:18:00
6191.0,-126.0,2019-08-13 10:22:00
6193.0,-8.0,2019-08-13 10:29:00
6195.0,-1.0,2019-08-13 10:30:00
6197.0,-25.0,2019-08-13 10:36:00
6199.0,8.0,2019-08-13 10:50:00
6201.0,-22.0,2019-08-13 10:58:00
6203.0,9.0,2019-08-13 11:09:00
6205.0,7.0,2019-08-13 11:17:00
6207.0,27.0,2019-08-13 11:35:00
6209.0,-25.0,2019-08-13 11:39:00
6211.0,34.0,2019-08-13 11:56:00
6213.0,-18.0,2019-08-13 13:02:00
6215.0,-58.0,2019-08-13 13:05:00
6217.0,-18.0,2019-08-13 13:12:00
6219.0,19.0,2019-08-13 13:21:00
6221.0,-5.0,2019-08-13 13:22:00
6223.0,-27.0,2019-08-13 13:29:00
6225.0,-14.0,2019-08-13 13:38:00
6227.0,5.0,2019-08-13 13:47:00
6229.0,-5.0,2019-08-13 13:50:00
6231.0,0.0,2019-08-13 13:59:00
6233.0,1.0,2019-08-13 14:07:00
6235.0,-5.0,2019-08-13 14:13:00
6237.0,-16.0,2019-08-13 14:18:00
6239.0,31.0,2019-08-13 14:30:00
6241.0,-27.0,2019-08-13 14:34:00
6243.0,-32.0,2019-08-13 14:37:00
6245.0,-14.0,2019-08-13 14:41:00
6247.0,-1.0,2019-08-13 14:48:00
6249.0,-1.0,2019-08-13 15:00:00
6251.0,-5.0,2019-08-13 15:04:00
6253.0,36.0,2019-08-13 15:22:00
6255.0,39.0,2019-08-13 15:34:00
6257.0,-22.0,2019-08-13 15:38:00
6259.0,-21.0,2019-08-13 15:44:00
6261.0,-51.0,2019-08-13 15:47:00
6263.0,-8.0,2019-08-13 15:57:00
6265.0,5.0,2019-08-13 16:09:00
6267.0,-39.0,2019-08-13 16:14:00
6269.0,-2.0,2019-08-13 16:23:00
6271.0,114.0,2019-08-13 17:29:00
6273.0,-15.0,2019-08-13 17:32:00
6275.0,8.0,2019-08-13 17:49:00
6277.0,-5.0,2019-08-13 17:55:00
6279.0,-8.0,2019-08-13 17:58:00
6281.0,-3.0,2019-08-13 18:04:00
6283.0,-8.0,2019-08-13 18:05:00
6285.0,-20.0,2019-08-13 18:17:00
6287.0,-24.0,2019-08-13 18:23:00
6289.0,9.0,2019-08-13 18:34:00
6291.0,-23.0,2019-08-13 18:39:00
6293.0,-4.0,2019-08-13 18:50:00
6295.0,-29.0,2019-08-13 18:54:00
6297.0,-5.0,2019-08-13 19:00:00
6299.0,-9.0,2019-08-13 19:02:00
6301.0,-24.0,2019-08-13 19:07:00
6303.0,0.0,2019-08-13 19:21:00
6305.0,-1.0,2019-08-13 19:25:00
6307.0,0.0,2019-08-13 19:38:00
6309.0,-10.0,2019-08-13 19:43:00
6311.0,5.0,2019-08-13 19:55:00
6313.0,-7.0,2019-08-13 20:03:00
6315.0,-13.0,2019-08-13 20:09:00
6317.0,-7.0,2019-08-13 20:14:00
6319.0,-6.0,2019-08-13 20:29:00
6321.0,-52.0,2019-08-13 20:32:00
6323.0,-15.0,2019-08-13 20:42:00
6325.0,-12.0,2019-08-13 20:49:00
6327.0,-23.0,2019-08-13 20:55:00
6329.0,7.0,2019-08-13 21:12:00
6331.0,-22.0,2019-08-13 21:16:00
6333.0,-4.0,2019-08-13 21:33:00
6335.0,-137.0,2019-08-13 21:37:00
6337.0,327.0,2019-08-13 22:02:00
6339.0,-22.0,2019-08-13 22:09:00
6341.0,-38.0,2019-08-13 22:13:00
6343.0,-46.0,2019-08-13 22:18:00
6345.0,199.0,2019-08-13 22:36:00
6347.0,155.0,2019-08-13 23:08:00
6349.0,-33.0,2019-08-13 23:17:00
6351.0,38.0,2019-08-13 23:28:00
6353.0,-33.0,2019-08-13 23:35:00
6355.0,-70.0,2019-08-13 23:38:00
6357.0,14.0,2019-08-13 23:47:00
6359.0,0.0,2019-08-14 00:00:00
6361.0,-7.0,2019-08-14 00:07:00
6363.0,-5.0,2019-08-14 00:16:00
6365.0,-18.0,2019-08-14 00:28:00
6367.0,2.0,2019-08-14 00:40:00
6369.0,-13.0,2019-08-14 00:56:00
6371.0,-4.0,2019-08-14 01:06:00
6373.0,-111.0,2019-08-14 01:18:00
6375.0,5.0,2019-08-14 01:27:00
6377.0,55.0,2019-08-14 01:43:00
6379.0,15.0,2019-08-14 01:50:00
6381.0,10.0,2019-08-14 01:51:00
6383.0,-1.0,2019-08-14 01:57:00
6385.0,-7.0,2019-08-14 02:02:00
6387.0,-2.0,2019-08-14 02:03:00
6389.0,15.0,2019-08-14 02:05:00
6391.0,13.0,2019-08-14 02:06:00
6393.0,1.0,2019-08-14 02:12:00
6395.0,-1.0,2019-08-14 02:13:00
6397.0,71.0,2019-08-14 02:43:00
6399.0,-8.0,2019-08-14 02:44:00
6401.0,-14.0,2019-08-14 02:47:00
6403.0,-12.0,2019-08-14 02:52:00
6405.0,-8.0,2019-08-14 02:57:00
6407.0,48.0,2019-08-14 09:29:00
6409.0,-3.0,2019-08-14 09:31:00
6411.0,45.0,2019-08-14 09:41:00
6413.0,-66.0,2019-08-14 09:43:00
6415.0,-26.0,2019-08-14 09:50:00
6417.0,-41.0,2019-08-14 10:01:00
6419.0,11.0,2019-08-14 10:15:00
6421.0,-35.0,2019-08-14 10:20:00
6423.0,79.0,2019-08-14 10:38:00
6425.0,37.0,2019-08-14 11:02:00
6427.0,15.0,2019-08-14 11:23:00
6429.0,-12.0,2019-08-14 11:32:00
6431.0,-9.0,2019-08-14 11:33:00
6433.0,-6.0,2019-08-14 11:34:00
6435.0,7.0,2019-08-14 11:43:00
6437.0,-15.0,2019-08-14 11:45:00
6439.0,-10.0,2019-08-14 11:52:00
6441.0,15.0,2019-08-14 12:00:00
6443.0,1.0,2019-08-14 13:01:00
6445.0,17.0,2019-08-14 13:12:00
6447.0,62.0,2019-08-14 13:37:00
6449.0,13.0,2019-08-14 13:43:00
6451.0,-8.0,2019-08-14 13:44:00
6453.0,-10.0,2019-08-14 13:51:00
6455.0,-20.0,2019-08-14 13:55:00
6457.0,-5.0,2019-08-14 14:04:00
6459.0,-6.0,2019-08-14 14:09:00
6461.0,-5.0,2019-08-14 14:10:00
6463.0,26.0,2019-08-14 14:32:00
6465.0,-7.0,2019-08-14 14:34:00
6467.0,27.0,2019-08-14 14:49:00
6469.0,-15.0,2019-08-14 14:56:00
6471.0,109.0,2019-08-14 15:21:00
6473.0,13.0,2019-08-14 15:31:00
6475.0,-11.0,2019-08-14 15:33:00
6477.0,18.0,2019-08-14 15:44:00
6479.0,-17.0,2019-08-14 15:46:00
6481.0,-28.0,2019-08-14 15:51:00
6483.0,-8.0,2019-08-14 15:58:00
6485.0,5.0,2019-08-14 15:59:00
6487.0,-7.0,2019-08-14 16:00:00
6489.0,-8.0,2019-08-14 16:07:00
6491.0,-14.0,2019-08-14 16:11:00
6493.0,-24.0,2019-08-14 16:17:00
6495.0,-20.0,2019-08-14 16:24:00
6497.0,-64.0,2019-08-14 17:17:00
6499.0,-29.0,2019-08-14 17:28:00
6501.0,4.0,2019-08-14 17:35:00
6503.0,26.0,2019-08-14 17:47:00
6505.0,-12.0,2019-08-14 17:48:00
6507.0,6.0,2019-08-14 18:02:00
6509.0,-7.0,2019-08-14 18:05:00
6511.0,34.0,2019-08-14 18:31:00
6513.0,31.0,2019-08-14 18:42:00
6515.0,-9.0,2019-08-14 18:44:00
6517.0,-9.0,2019-08-14 18:52:00
6519.0,8.0,2019-08-14 19:02:00
6521.0,-21.0,2019-08-14 19:06:00
6523.0,-8.0,2019-08-14 19:17:00
6525.0,-19.0,2019-08-14 19:22:00
6527.0,-27.0,2019-08-14 19:25:00
6529.0,-16.0,2019-08-14 19:31:00
6531.0,99.0,2019-08-14 20:03:00
6533.0,-52.0,2019-08-14 20:11:00
6535.0,-31.0,2019-08-14 20:19:00
6537.0,-29.0,2019-08-14 20:34:00
6539.0,-20.0,2019-08-14 20:42:00
6541.0,0.0,2019-08-14 21:01:00
6543.0,-4.0,2019-08-14 21:09:00
6545.0,-20.0,2019-08-14 21:15:00
6547.0,-5.0,2019-08-14 21:33:00
6549.0,2.0,2019-08-14 21:45:00
6551.0,-21.0,2019-08-14 21:52:00
6553.0,-34.0,2019-08-14 22:03:00
6555.0,22.0,2019-08-14 22:11:00
6557.0,-16.0,2019-08-14 22:12:00
6559.0,-30.0,2019-08-14 22:19:00
6561.0,12.0,2019-08-14 22:33:00
6563.0,15.0,2019-08-14 22:46:00
6565.0,-12.0,2019-08-14 22:51:00
6567.0,3.0,2019-08-14 22:58:00
6569.0,-22.0,2019-08-14 23:01:00
6571.0,9.0,2019-08-14 23:21:00
6573.0,34.0,2019-08-14 23:41:00
6575.0,35.0,2019-08-14 23:54:00
6577.0,-17.0,2019-08-14 23:58:00
6579.0,-5.0,2019-08-15 00:10:00
6581.0,-6.0,2019-08-15 00:11:00
6583.0,-27.0,2019-08-15 00:13:00
6585.0,-6.0,2019-08-15 00:21:00
6587.0,5.0,2019-08-15 00:29:00
6589.0,9.0,2019-08-15 00:41:00
6591.0,-1.0,2019-08-15 00:48:00
6593.0,-6.0,2019-08-15 00:49:00
6595.0,14.0,2019-08-15 01:13:00
6597.0,0.0,2019-08-15 01:20:00
6599.0,-28.0,2019-08-15 01:23:00
6601.0,37.0,2019-08-15 01:33:00
6603.0,-4.0,2019-08-15 01:34:00
6605.0,-5.0,2019-08-15 01:47:00
6607.0,37.0,2019-08-15 02:12:00
6609.0,-12.0,2019-08-15 02:23:00
6611.0,38.0,2019-08-15 02:45:00
6613.0,-13.0,2019-08-15 02:51:00
6615.0,-23.0,2019-08-15 02:54:00
6617.0,69.0,2019-08-15 09:26:00
6619.0,-16.0,2019-08-15 09:34:00
6621.0,-22.0,2019-08-15 09:35:00
6623.0,-14.0,2019-08-15 09:36:00
6625.0,169.0,2019-08-15 09:53:00
6627.0,-1.0,2019-08-15 09:55:00
6629.0,-42.0,2019-08-15 10:02:00
6631.0,-42.0,2019-08-15 10:08:00
6633.0,-28.0,2019-08-15 10:12:00
6635.0,-36.0,2019-08-15 10:19:00
6637.0,79.0,2019-08-15 10:34:00
6639.0,-56.0,2019-08-15 10:38:00
6641.0,40.0,2019-08-15 10:59:00
6643.0,4.0,2019-08-15 11:08:00
6645.0,23.0,2019-08-15 11:21:00
6647.0,-8.0,2019-08-15 11:29:00
6649.0,-4.0,2019-08-15 11:30:00
6651.0,5.0,2019-08-15 11:32:00
6653.0,-8.0,2019-08-15 11:34:00
6655.0,46.0,2019-08-15 11:47:00
6657.0,-1.0,2019-08-15 11:49:00
6659.0,38.0,2019-08-15 13:04:00
6661.0,50.0,2019-08-15 13:19:00
6663.0,-36.0,2019-08-15 13:21:00
6665.0,-16.0,2019-08-15 13:29:00
6667.0,9.0,2019-08-15 13:36:00
6669.0,-16.0,2019-08-15 13:39:00
6671.0,3.0,2019-08-15 13:44:00
6673.0,-11.0,2019-08-15 13:45:00
6675.0,13.0,2019-08-15 13:56:00
6677.0,75.0,2019-08-15 14:27:00
6679.0,-37.0,2019-08-15 14:35:00
6681.0,6.0,2019-08-15 14:48:00
6683.0,-14.0,2019-08-15 14:52:00
6685.0,45.0,2019-08-15 15:09:00
6687.0,18.0,2019-08-15 15:20:00
6689.0,-19.0,2019-08-15 15:30:00
6691.0,-23.0,2019-08-15 15:35:00
6693.0,71.0,2019-08-15 15:57:00
6695.0,9.0,2019-08-15 16:12:00
6697.0,-23.0,2019-08-15 16:17:00
6699.0,-22.0,2019-08-15 16:21:00
6701.0,-17.0,2019-08-15 16:26:00
6703.0,122.0,2019-08-15 17:26:00
6705.0,-35.0,2019-08-15 17:32:00
6707.0,6.0,2019-08-15 17:39:00
6709.0,-23.0,2019-08-15 17:41:00
6711.0,-6.0,2019-08-15 17:53:00
6713.0,-28.0,2019-08-15 18:06:00
6715.0,57.0,2019-08-15 18:32:00
6717.0,-8.0,2019-08-15 18:33:00
6719.0,-4.0,2019-08-15 18:34:00
6721.0,-36.0,2019-08-15 18:37:00
6723.0,-31.0,2019-08-15 18:43:00
6725.0,-22.0,2019-08-15 18:50:00
6727.0,-23.0,2019-08-15 18:56:00
6729.0,99.0,2019-08-15 19:18:00
6731.0,1.0,2019-08-15 19:22:00
6733.0,-14.0,2019-08-15 19:27:00
6735.0,-173.0,2019-08-15 19:30:00
6737.0,-122.0,2019-08-15 19:38:00
6739.0,-18.0,2019-08-15 19:44:00
6741.0,81.0,2019-08-15 20:09:00
6743.0,54.0,2019-08-15 20:19:00
6745.0,-18.0,2019-08-15 20:21:00
6747.0,-5.0,2019-08-15 20:31:00
6749.0,-25.0,2019-08-15 20:38:00
6751.0,0.0,2019-08-15 20:42:00
6753.0,19.0,2019-08-15 20:54:00
6755.0,-45.0,2019-08-15 20:57:00
6757.0,-36.0,2019-08-15 21:03:00
6759.0,-32.0,2019-08-15 21:09:00
6761.0,-19.0,2019-08-15 21:16:00
6763.0,42.0,2019-08-15 21:29:00
6765.0,-20.0,2019-08-15 21:37:00
6767.0,-7.0,2019-08-15 21:46:00
6769.0,-6.0,2019-08-15 22:04:00
6771.0,-34.0,2019-08-15 22:12:00
6773.0,-16.0,2019-08-15 22:19:00
6775.0,-4.0,2019-08-15 22:26:00
6777.0,-52.0,2019-08-15 22:31:00
6779.0,-13.0,2019-08-15 22:38:00
6781.0,-15.0,2019-08-15 22:41:00
6783.0,-20.0,2019-08-15 22:46:00
6785.0,-9.0,2019-08-15 22:59:00
6787.0,13.0,2019-08-15 23:17:00
6789.0,-14.0,2019-08-15 23:22:00
6791.0,-29.0,2019-08-15 23:26:00
6793.0,33.0,2019-08-15 23:47:00
6795.0,7.0,2019-08-15 23:57:00
6797.0,102.0,2019-08-16 00:14:00
6799.0,-17.0,2019-08-16 00:16:00
6801.0,-34.0,2019-08-16 00:21:00
6803.0,16.0,2019-08-16 00:36:00
6805.0,8.0,2019-08-16 00:48:00
6807.0,8.0,2019-08-16 00:59:00
6809.0,4.0,2019-08-16 01:07:00
6811.0,7.0,2019-08-16 01:13:00
6813.0,-6.0,2019-08-16 01:14:00
6815.0,-17.0,2019-08-16 01:19:00
6817.0,-6.0,2019-08-16 01:24:00
6819.0,7.0,2019-08-16 01:33:00
6821.0,-31.0,2019-08-16 01:37:00
6823.0,56.0,2019-08-16 02:01:00
6825.0,25.0,2019-08-16 02:09:00
6827.0,1.0,2019-08-16 02:10:00
6829.0,4.0,2019-08-16 02:18:00
6831.0,-34.0,2019-08-16 02:24:00
6833.0,-10.0,2019-08-16 02:32:00
6835.0,30.0,2019-08-16 02:46:00
6837.0,5.0,2019-08-16 02:52:00
6839.0,-84.0,2019-08-16 09:16:00
6841.0,-5.0,2019-08-16 09:25:00
6843.0,-27.0,2019-08-16 09:32:00
6845.0,-87.0,2019-08-16 09:37:00
6847.0,29.0,2019-08-16 09:49:00
6849.0,183.0,2019-08-16 10:15:00
6851.0,-5.0,2019-08-16 10:19:00
6853.0,31.0,2019-08-16 10:36:00
6855.0,-37.0,2019-08-16 10:41:00
6857.0,60.0,2019-08-16 10:55:00
6859.0,-11.0,2019-08-16 10:57:00
6861.0,-82.0,2019-08-16 11:02:00
6863.0,-26.0,2019-08-16 11:12:00
6865.0,79.0,2019-08-16 11:30:00
6867.0,14.0,2019-08-16 11:43:00
6869.0,25.0,2019-08-16 11:57:00
6871.0,29.0,2019-08-16 13:12:00
6873.0,107.0,2019-08-16 13:53:00
6875.0,52.0,2019-08-16 14:15:00
6877.0,12.0,2019-08-16 14:32:00
6879.0,-25.0,2019-08-16 14:40:00
6881.0,-54.0,2019-08-16 14:44:00
6883.0,10.0,2019-08-16 14:53:00
6885.0,-14.0,2019-08-16 14:55:00
6887.0,9.0,2019-08-16 15:04:00
6889.0,20.0,2019-08-16 15:14:00
6891.0,10.0,2019-08-16 15:15:00
6893.0,9.0,2019-08-16 15:16:00
6895.0,-9.0,2019-08-16 15:17:00
6897.0,47.0,2019-08-16 15:46:00
6899.0,33.0,2019-08-16 16:08:00
6901.0,-2.0,2019-08-16 16:13:00
6903.0,9.0,2019-08-16 16:15:00
6905.0,-6.0,2019-08-16 16:16:00
6907.0,-5.0,2019-08-16 16:26:00
6909.0,47.0,2019-08-16 17:28:00
6911.0,11.0,2019-08-16 17:39:00
6913.0,-1.0,2019-08-16 17:43:00
6915.0,14.0,2019-08-16 17:55:00
6917.0,-9.0,2019-08-16 18:06:00
6919.0,-5.0,2019-08-16 18:12:00
6921.0,-2.0,2019-08-16 18:16:00
6923.0,-13.0,2019-08-16 18:20:00
6925.0,-1.0,2019-08-16 18:32:00
6927.0,10.0,2019-08-16 18:43:00
6929.0,-1.0,2019-08-16 18:49:00
6931.0,-2.0,2019-08-16 18:51:00
6933.0,3.0,2019-08-16 19:01:00
6935.0,-4.0,2019-08-16 19:05:00
6937.0,-3.0,2019-08-16 19:12:00
6939.0,24.0,2019-08-16 19:22:00
6941.0,0.0,2019-08-16 19:26:00
6943.0,-11.0,2019-08-16 19:29:00
6945.0,-25.0,2019-08-16 19:34:00
6947.0,-4.0,2019-08-16 19:45:00
6949.0,-4.0,2019-08-16 19:52:00
6951.0,22.0,2019-08-16 20:12:00
6953.0,7.0,2019-08-16 20:24:00
6955.0,-4.0,2019-08-16 20:38:00
6957.0,-24.0,2019-08-16 20:42:00
6959.0,-1.0,2019-08-16 20:50:00
6961.0,-4.0,2019-08-16 20:52:00
6963.0,-23.0,2019-08-16 20:54:00
6965.0,-13.0,2019-08-16 21:00:00
6967.0,28.0,2019-08-16 21:18:00
6969.0,-6.0,2019-08-16 21:27:00
6971.0,-29.0,2019-08-16 21:31:00
6973.0,8.0,2019-08-16 21:41:00
6975.0,2.0,2019-08-16 21:54:00
6977.0,-7.0,2019-08-16 22:00:00
6979.0,-7.0,2019-08-16 22:02:00
6981.0,-19.0,2019-08-16 22:07:00
6983.0,-20.0,2019-08-16 22:15:00
6985.0,28.0,2019-08-16 22:31:00
6987.0,7.0,2019-08-16 22:42:00
6989.0,53.0,2019-08-16 23:06:00
6991.0,11.0,2019-08-16 23:24:00
6993.0,-1.0,2019-08-16 23:27:00
6995.0,19.0,2019-08-16 23:39:00
6997.0,5.0,2019-08-16 23:43:00
6999.0,-12.0,2019-08-16 23:47:00
7001.0,2.0,2019-08-16 23:57:00
7003.0,-2.0,2019-08-17 00:10:00
7005.0,-13.0,2019-08-17 00:17:00
7007.0,-9.0,2019-08-17 00:23:00
7009.0,22.0,2019-08-17 00:44:00
7011.0,-7.0,2019-08-17 00:47:00
7013.0,-5.0,2019-08-17 00:51:00
7015.0,2.0,2019-08-17 01:02:00
7017.0,6.0,2019-08-17 01:19:00
7019.0,-1.0,2019-08-17 01:21:00
7021.0,-3.0,2019-08-17 01:29:00
7023.0,-1.0,2019-08-17 01:32:00
7025.0,-1.0,2019-08-17 01:38:00
7027.0,3.0,2019-08-17 01:52:00
7029.0,-4.0,2019-08-17 02:02:00
7031.0,-10.0,2019-08-17 02:09:00
7033.0,2.0,2019-08-17 02:21:00
7035.0,-8.0,2019-08-17 02:23:00
7037.0,-2.0,2019-08-17 02:28:00
7039.0,0.0,2019-08-17 02:34:00
