code,time_key,cumulative_cash_inflow,holding
HK_FUTURE.999010,2019-07-26 00:25:00,28237.0,-1
HK_FUTURE.999010,2019-07-26 00:29:00,-28557.0,1
HK_FUTURE.999010,2019-07-26 00:32:00,28219.0,-1
HK_FUTURE.999010,2019-07-26 00:47:00,-28545.0,1
HK_FUTURE.999010,2019-07-26 01:03:00,28221.0,-1
HK_FUTURE.999010,2019-07-26 01:11:00,-28559.0,1
HK_FUTURE.999010,2019-07-26 01:23:00,28217.0,-1
HK_FUTURE.999010,2019-07-26 01:29:00,-28571.0,1
HK_FUTURE.999010,2019-07-26 01:50:00,28259.0,-1
HK_FUTURE.999010,2019-07-26 02:05:00,-28577.0,1
HK_FUTURE.999010,2019-07-26 02:19:00,28251.0,-1
HK_FUTURE.999010,2019-07-26 02:35:00,-28569.0,1
HK_FUTURE.999010,2019-07-26 02:42:00,28231.0,-1
HK_FUTURE.999010,2019-07-26 03:00:00,-28561.0,1
HK_FUTURE.999010,2019-07-26 09:22:00,28165.0,-1
HK_FUTURE.999010,2019-07-26 09:36:00,-28595.0,1
HK_FUTURE.999010,2019-07-26 09:44:00,28173.0,-1
HK_FUTURE.999010,2019-07-26 09:48:00,-28597.0,1
HK_FUTURE.999010,2019-07-26 09:51:00,28151.0,-1
HK_FUTURE.999010,2019-07-26 09:55:00,-28647.0,1
HK_FUTURE.999010,2019-07-26 10:06:00,28245.0,-1
HK_FUTURE.999010,2019-07-26 10:15:00,-28627.0,1
HK_FUTURE.999010,2019-07-26 10:24:00,28259.0,-1
HK_FUTURE.999010,2019-07-26 10:35:00,-28689.0,1
HK_FUTURE.999010,2019-07-26 10:40:00,28185.0,-1
HK_FUTURE.999010,2019-07-26 10:47:00,-28705.0,1
HK_FUTURE.999010,2019-07-26 10:50:00,28185.0,-1
HK_FUTURE.999010,2019-07-26 10:51:00,-28721.0,1
HK_FUTURE.999010,2019-07-26 10:56:00,28163.0,-1
HK_FUTURE.999010,2019-07-26 10:58:00,-28741.0,1
HK_FUTURE.999010,2019-07-26 11:08:00,28177.0,-1
HK_FUTURE.999010,2019-07-26 11:22:00,-28707.0,1
HK_FUTURE.999010,2019-07-26 11:27:00,28153.0,-1
HK_FUTURE.999010,2019-07-26 11:31:00,-28753.0,1
HK_FUTURE.999010,2019-07-26 11:45:00,28171.0,-1
HK_FUTURE.999010,2019-07-26 13:16:00,-28715.0,1
HK_FUTURE.999010,2019-07-26 13:21:00,28177.0,-1
HK_FUTURE.999010,2019-07-26 13:24:00,-28705.0,1
HK_FUTURE.999010,2019-07-26 13:25:00,28155.0,-1
HK_FUTURE.999010,2019-07-26 13:28:00,-28731.0,1
HK_FUTURE.999010,2019-07-26 13:36:00,28149.0,-1
HK_FUTURE.999010,2019-07-26 13:41:00,-28743.0,1
HK_FUTURE.999010,2019-07-26 13:50:00,28163.0,-1
HK_FUTURE.999010,2019-07-26 13:52:00,-28755.0,1
HK_FUTURE.999010,2019-07-26 13:58:00,28145.0,-1
HK_FUTURE.999010,2019-07-26 14:02:00,-28781.0,1
HK_FUTURE.999010,2019-07-26 14:08:00,28117.0,-1
HK_FUTURE.999010,2019-07-26 14:18:00,-28779.0,1
HK_FUTURE.999010,2019-07-26 14:21:00,28105.0,-1
HK_FUTURE.999010,2019-07-26 14:22:00,-28779.0,1
HK_FUTURE.999010,2019-07-26 14:23:00,28105.0,-1
HK_FUTURE.999010,2019-07-26 14:26:00,-28795.0,1
HK_FUTURE.999010,2019-07-26 14:46:00,28133.0,-1
HK_FUTURE.999010,2019-07-26 15:14:00,-28721.0,1
HK_FUTURE.999010,2019-07-26 15:16:00,28107.0,-1
HK_FUTURE.999010,2019-07-26 15:32:00,-28681.0,1
HK_FUTURE.999010,2019-07-26 15:39:00,28103.0,-1
HK_FUTURE.999010,2019-07-26 15:55:00,-28647.0,1
HK_FUTURE.999010,2019-07-26 16:13:00,28147.0,-1
HK_FUTURE.999010,2019-07-26 16:20:00,-28663.0,1
HK_FUTURE.999010,2019-07-26 16:26:00,28103.0,-1
HK_FUTURE.999010,2019-07-26 17:18:00,-28703.0,1
HK_FUTURE.999010,2019-07-26 17:38:00,28121.0,-1
HK_FUTURE.999010,2019-07-26 17:43:00,-28727.0,1
HK_FUTURE.999010,2019-07-26 17:51:00,28113.0,-1
HK_FUTURE.999010,2019-07-26 18:03:00,-28725.0,1
HK_FUTURE.999010,2019-07-26 18:07:00,28109.0,-1
HK_FUTURE.999010,2019-07-26 18:14:00,-28727.0,1
HK_FUTURE.999010,2019-07-26 18:22:00,28109.0,-1
HK_FUTURE.999010,2019-07-26 18:31:00,-28723.0,1
HK_FUTURE.999010,2019-07-26 18:35:00,28093.0,-1
HK_FUTURE.999010,2019-07-26 18:57:00,-28703.0,1
HK_FUTURE.999010,2019-07-26 19:01:00,28081.0,-1
HK_FUTURE.999010,2019-07-26 19:05:00,-28715.0,1
HK_FUTURE.999010,2019-07-26 19:20:00,28085.0,-1
HK_FUTURE.999010,2019-07-26 19:25:00,-28731.0,1
HK_FUTURE.999010,2019-07-26 19:32:00,28079.0,-1
HK_FUTURE.999010,2019-07-26 19:36:00,-28731.0,1
HK_FUTURE.999010,2019-07-26 19:56:00,28087.0,-1
HK_FUTURE.999010,2019-07-26 19:58:00,-28729.0,1
HK_FUTURE.999010,2019-07-26 20:05:00,28083.0,-1
HK_FUTURE.999010,2019-07-26 20:39:00,-28671.0,1
HK_FUTURE.999010,2019-07-26 21:01:00,28113.0,-1
HK_FUTURE.999010,2019-07-26 21:05:00,-28681.0,1
HK_FUTURE.999010,2019-07-26 21:12:00,28103.0,-1
HK_FUTURE.999010,2019-07-26 21:18:00,-28699.0,1
HK_FUTURE.999010,2019-07-26 21:27:00,28103.0,-1
HK_FUTURE.999010,2019-07-26 21:39:00,-28703.0,1
HK_FUTURE.999010,2019-07-26 21:49:00,28083.0,-1
HK_FUTURE.999010,2019-07-26 21:56:00,-28709.0,1
HK_FUTURE.999010,2019-07-26 22:00:00,28063.0,-1
HK_FUTURE.999010,2019-07-26 22:28:00,-28649.0,1
HK_FUTURE.999010,2019-07-26 22:33:00,28047.0,-1
HK_FUTURE.999010,2019-07-26 22:35:00,-28667.0,1
HK_FUTURE.999010,2019-07-26 22:36:00,28051.0,-1
HK_FUTURE.999010,2019-07-26 22:38:00,-28657.0,1
HK_FUTURE.999010,2019-07-26 22:44:00,28033.0,-1
HK_FUTURE.999010,2019-07-26 22:57:00,-28651.0,1
HK_FUTURE.999010,2019-07-26 23:12:00,28035.0,-1
HK_FUTURE.999010,2019-07-26 23:20:00,-28647.0,1
HK_FUTURE.999010,2019-07-26 23:44:00,28055.0,-1
HK_FUTURE.999010,2019-07-26 23:58:00,-28645.0,1
HK_FUTURE.999010,2019-07-27 00:19:00,28075.0,-1
HK_FUTURE.999010,2019-07-27 00:26:00,-28657.0,1
HK_FUTURE.999010,2019-07-27 00:33:00,28073.0,-1
HK_FUTURE.999010,2019-07-27 00:34:00,-28651.0,1
HK_FUTURE.999010,2019-07-27 00:36:00,28081.0,-1
HK_FUTURE.999010,2019-07-27 00:47:00,-28643.0,1
HK_FUTURE.999010,2019-07-27 01:02:00,28089.0,-1
HK_FUTURE.999010,2019-07-27 01:05:00,-28647.0,1
HK_FUTURE.999010,2019-07-27 01:12:00,28085.0,-1
HK_FUTURE.999010,2019-07-27 01:16:00,-28657.0,1
HK_FUTURE.999010,2019-07-27 01:22:00,28075.0,-1
HK_FUTURE.999010,2019-07-27 01:26:00,-28669.0,1
HK_FUTURE.999010,2019-07-27 01:30:00,28059.0,-1
HK_FUTURE.999010,2019-07-27 01:54:00,-28665.0,1
HK_FUTURE.999010,2019-07-27 02:02:00,28051.0,-1
HK_FUTURE.999010,2019-07-27 02:16:00,-28667.0,1
HK_FUTURE.999010,2019-07-27 02:28:00,28053.0,-1
HK_FUTURE.999010,2019-07-27 02:31:00,-28673.0,1
HK_FUTURE.999010,2019-07-27 02:37:00,28049.0,-1
HK_FUTURE.999010,2019-07-27 02:40:00,-28683.0,1
HK_FUTURE.999010,2019-07-27 02:48:00,28051.0,-1
HK_FUTURE.999010,2019-07-29 09:29:00,-28561.0,1
HK_FUTURE.999010,2019-07-29 09:34:00,28049.0,-1
HK_FUTURE.999010,2019-07-29 09:47:00,-28413.0,1
HK_FUTURE.999010,2019-07-29 09:54:00,27995.0,-1
HK_FUTURE.999010,2019-07-29 10:37:00,-28013.0,1
HK_FUTURE.999010,2019-07-29 10:38:00,28033.0,-1
HK_FUTURE.999010,2019-07-29 10:39:00,-28033.0,1
HK_FUTURE.999010,2019-07-29 10:55:00,28067.0,-1
HK_FUTURE.999010,2019-07-29 10:58:00,-28067.0,1
HK_FUTURE.999010,2019-07-29 11:01:00,28021.0,-1
HK_FUTURE.999010,2019-07-29 11:07:00,-28115.0,1
HK_FUTURE.999010,2019-07-29 11:13:00,28001.0,-1
HK_FUTURE.999010,2019-07-29 11:21:00,-28117.0,1
HK_FUTURE.999010,2019-07-29 11:26:00,27971.0,-1
HK_FUTURE.999010,2019-07-29 11:34:00,-28117.0,1
HK_FUTURE.999010,2019-07-29 11:35:00,27969.0,-1
HK_FUTURE.999010,2019-07-29 11:36:00,-28101.0,1
HK_FUTURE.999010,2019-07-29 11:37:00,27969.0,-1
HK_FUTURE.999010,2019-07-29 11:47:00,-28103.0,1
HK_FUTURE.999010,2019-07-29 13:01:00,27989.0,-1
HK_FUTURE.999010,2019-07-29 13:17:00,-27967.0,1
HK_FUTURE.999010,2019-07-29 13:22:00,27949.0,-1
HK_FUTURE.999010,2019-07-29 13:27:00,-28007.0,1
HK_FUTURE.999010,2019-07-29 13:34:00,27925.0,-1
HK_FUTURE.999010,2019-07-29 13:44:00,-28005.0,1
HK_FUTURE.999010,2019-07-29 14:09:00,27941.0,-1
HK_FUTURE.999010,2019-07-29 14:14:00,-28021.0,1
HK_FUTURE.999010,2019-07-29 14:17:00,27923.0,-1
HK_FUTURE.999010,2019-07-29 14:23:00,-28041.0,1
HK_FUTURE.999010,2019-07-29 14:31:00,27915.0,-1
HK_FUTURE.999010,2019-07-29 14:32:00,-28065.0,1
HK_FUTURE.999010,2019-07-29 14:38:00,27885.0,-1
HK_FUTURE.999010,2019-07-29 14:56:00,-28043.0,1
HK_FUTURE.999010,2019-07-29 14:58:00,27873.0,-1
HK_FUTURE.999010,2019-07-29 15:09:00,-28079.0,1
HK_FUTURE.999010,2019-07-29 15:24:00,28081.0,-1
HK_FUTURE.999010,2019-07-29 15:40:00,-28045.0,1
HK_FUTURE.999010,2019-07-29 15:53:00,28159.0,-1
HK_FUTURE.999010,2019-07-29 15:59:00,-28049.0,1
HK_FUTURE.999010,2019-07-29 16:10:00,28185.0,-1
HK_FUTURE.999010,2019-07-29 16:18:00,-28067.0,1
HK_FUTURE.999010,2019-07-29 17:18:00,28169.0,-1
HK_FUTURE.999010,2019-07-29 17:34:00,-28063.0,1
HK_FUTURE.999010,2019-07-29 17:41:00,28157.0,-1
HK_FUTURE.999010,2019-07-29 17:53:00,-28079.0,1
HK_FUTURE.999010,2019-07-29 18:23:00,28185.0,-1
HK_FUTURE.999010,2019-07-29 18:31:00,-28083.0,1
HK_FUTURE.999010,2019-07-29 18:43:00,28181.0,-1
HK_FUTURE.999010,2019-07-29 19:01:00,-28083.0,1
HK_FUTURE.999010,2019-07-29 19:40:00,28225.0,-1
HK_FUTURE.999010,2019-07-29 19:45:00,-28105.0,1
HK_FUTURE.999010,2019-07-29 19:52:00,28217.0,-1
HK_FUTURE.999010,2019-07-29 19:57:00,-28099.0,1
HK_FUTURE.999010,2019-07-29 19:58:00,28221.0,-1
HK_FUTURE.999010,2019-07-29 20:17:00,-28071.0,1
HK_FUTURE.999010,2019-07-29 20:27:00,28213.0,-1
HK_FUTURE.999010,2019-07-29 20:36:00,-28063.0,1
HK_FUTURE.999010,2019-07-29 20:43:00,28211.0,-1
HK_FUTURE.999010,2019-07-29 20:51:00,-28067.0,1
HK_FUTURE.999010,2019-07-29 21:10:00,28231.0,-1
HK_FUTURE.999010,2019-07-29 21:16:00,-28071.0,1
HK_FUTURE.999010,2019-07-29 21:31:00,28239.0,-1
HK_FUTURE.999010,2019-07-29 22:01:00,-27937.0,1
HK_FUTURE.999010,2019-07-29 22:03:00,28229.0,-1
HK_FUTURE.999010,2019-07-29 22:08:00,-27941.0,1
HK_FUTURE.999010,2019-07-29 22:31:00,28215.0,-1
HK_FUTURE.999010,2019-07-29 22:36:00,-27967.0,1
HK_FUTURE.999010,2019-07-29 22:41:00,28193.0,-1
HK_FUTURE.999010,2019-07-29 22:46:00,-28001.0,1
HK_FUTURE.999010,2019-07-29 22:55:00,28201.0,-1
HK_FUTURE.999010,2019-07-29 22:57:00,-27999.0,1
HK_FUTURE.999010,2019-07-29 22:58:00,28191.0,-1
HK_FUTURE.999010,2019-07-29 23:08:00,-27983.0,1
HK_FUTURE.999010,2019-07-29 23:12:00,28181.0,-1
HK_FUTURE.999010,2019-07-29 23:17:00,-28003.0,1
HK_FUTURE.999010,2019-07-29 23:30:00,28217.0,-1
HK_FUTURE.999010,2019-07-29 23:41:00,-28007.0,1
HK_FUTURE.999010,2019-07-29 23:47:00,28195.0,-1
HK_FUTURE.999010,2019-07-29 23:52:00,-28017.0,1
HK_FUTURE.999010,2019-07-29 23:54:00,28197.0,-1
HK_FUTURE.999010,2019-07-29 23:56:00,-28021.0,1
HK_FUTURE.999010,2019-07-29 23:57:00,28205.0,-1
HK_FUTURE.999010,2019-07-30 00:24:00,-28005.0,1
HK_FUTURE.999010,2019-07-30 00:29:00,28201.0,-1
HK_FUTURE.999010,2019-07-30 00:47:00,-27993.0,1
HK_FUTURE.999010,2019-07-30 00:57:00,28209.0,-1
HK_FUTURE.999010,2019-07-30 00:58:00,-27997.0,1
HK_FUTURE.999010,2019-07-30 01:07:00,28209.0,-1
HK_FUTURE.999010,2019-07-30 01:14:00,-28007.0,1
HK_FUTURE.999010,2019-07-30 01:27:00,28209.0,-1
HK_FUTURE.999010,2019-07-30 01:35:00,-28009.0,1
HK_FUTURE.999010,2019-07-30 01:39:00,28201.0,-1
HK_FUTURE.999010,2019-07-30 01:54:00,-28003.0,1
HK_FUTURE.999010,2019-07-30 01:56:00,28199.0,-1
HK_FUTURE.999010,2019-07-30 01:58:00,-28001.0,1
HK_FUTURE.999010,2019-07-30 02:18:00,28191.0,-1
HK_FUTURE.999010,2019-07-30 02:25:00,-28003.0,1
HK_FUTURE.999010,2019-07-30 02:35:00,28185.0,-1
HK_FUTURE.999010,2019-07-30 02:45:00,-28003.0,1
HK_FUTURE.999010,2019-07-30 09:22:00,28201.0,-1
HK_FUTURE.999010,2019-07-30 09:27:00,-28049.0,1
HK_FUTURE.999010,2019-07-30 09:40:00,28301.0,-1
HK_FUTURE.999010,2019-07-30 09:44:00,-28093.0,1
HK_FUTURE.999010,2019-07-30 09:51:00,28255.0,-1
HK_FUTURE.999010,2019-07-30 10:04:00,-28085.0,1
HK_FUTURE.999010,2019-07-30 10:27:00,28309.0,-1
HK_FUTURE.999010,2019-07-30 10:29:00,-28113.0,1
HK_FUTURE.999010,2019-07-30 10:40:00,28319.0,-1
HK_FUTURE.999010,2019-07-30 10:44:00,-28155.0,1
HK_FUTURE.999010,2019-07-30 10:59:00,28293.0,-1
HK_FUTURE.999010,2019-07-30 11:12:00,-28169.0,1
HK_FUTURE.999010,2019-07-30 11:28:00,28301.0,-1
HK_FUTURE.999010,2019-07-30 13:04:00,-28113.0,1
HK_FUTURE.999010,2019-07-30 13:19:00,28305.0,-1
HK_FUTURE.999010,2019-07-30 13:24:00,-28127.0,1
HK_FUTURE.999010,2019-07-30 13:30:00,28297.0,-1
HK_FUTURE.999010,2019-07-30 13:44:00,-28111.0,1
HK_FUTURE.999010,2019-07-30 13:49:00,28293.0,-1
HK_FUTURE.999010,2019-07-30 13:58:00,-28111.0,1
HK_FUTURE.999010,2019-07-30 14:02:00,28285.0,-1
HK_FUTURE.999010,2019-07-30 14:07:00,-28127.0,1
HK_FUTURE.999010,2019-07-30 14:29:00,28287.0,-1
HK_FUTURE.999010,2019-07-30 14:49:00,-28117.0,1
HK_FUTURE.999010,2019-07-30 15:02:00,28289.0,-1
HK_FUTURE.999010,2019-07-30 15:09:00,-28117.0,1
HK_FUTURE.999010,2019-07-30 15:13:00,28289.0,-1
HK_FUTURE.999010,2019-07-30 15:19:00,-28115.0,1
HK_FUTURE.999010,2019-07-30 15:21:00,28283.0,-1
HK_FUTURE.999010,2019-07-30 15:30:00,-28119.0,1
HK_FUTURE.999010,2019-07-30 15:42:00,28283.0,-1
HK_FUTURE.999010,2019-07-30 15:48:00,-28121.0,1
HK_FUTURE.999010,2019-07-30 15:53:00,28283.0,-1
HK_FUTURE.999010,2019-07-30 15:55:00,-28121.0,1
HK_FUTURE.999010,2019-07-30 17:42:00,28003.0,-1
HK_FUTURE.999010,2019-07-30 17:43:00,-28125.0,1
HK_FUTURE.999010,2019-07-30 17:58:00,27997.0,-1
HK_FUTURE.999010,2019-07-30 18:13:00,-28129.0,1
HK_FUTURE.999010,2019-07-30 18:18:00,27983.0,-1
HK_FUTURE.999010,2019-07-30 18:27:00,-28133.0,1
HK_FUTURE.999010,2019-07-30 18:35:00,27971.0,-1
HK_FUTURE.999010,2019-07-30 18:47:00,-28137.0,1
HK_FUTURE.999010,2019-07-30 18:58:00,27983.0,-1
HK_FUTURE.999010,2019-07-30 19:02:00,-28131.0,1
HK_FUTURE.999010,2019-07-30 19:03:00,27975.0,-1
HK_FUTURE.999010,2019-07-30 19:48:00,-27941.0,1
HK_FUTURE.999010,2019-07-30 19:53:00,27959.0,-1
HK_FUTURE.999010,2019-07-30 19:55:00,-27957.0,1
HK_FUTURE.999010,2019-07-30 20:07:00,27935.0,-1
HK_FUTURE.999010,2019-07-30 20:12:00,-27977.0,1
HK_FUTURE.999010,2019-07-30 20:28:00,27955.0,-1
HK_FUTURE.999010,2019-07-30 20:58:00,-27893.0,1
HK_FUTURE.999010,2019-07-30 21:01:00,27955.0,-1
HK_FUTURE.999010,2019-07-30 21:19:00,-27871.0,1
HK_FUTURE.999010,2019-07-30 21:25:00,27935.0,-1
HK_FUTURE.999010,2019-07-30 21:42:00,-27741.0,1
HK_FUTURE.999010,2019-07-30 21:50:00,27933.0,-1
HK_FUTURE.999010,2019-07-30 21:55:00,-27777.0,1
HK_FUTURE.999010,2019-07-30 22:12:00,27947.0,-1
HK_FUTURE.999010,2019-07-30 22:19:00,-27801.0,1
HK_FUTURE.999010,2019-07-30 22:25:00,27937.0,-1
HK_FUTURE.999010,2019-07-30 22:32:00,-27805.0,1
HK_FUTURE.999010,2019-07-30 22:39:00,27917.0,-1
HK_FUTURE.999010,2019-07-30 22:54:00,-27805.0,1
HK_FUTURE.999010,2019-07-30 23:00:00,27897.0,-1
HK_FUTURE.999010,2019-07-30 23:03:00,-27851.0,1
HK_FUTURE.999010,2019-07-30 23:16:00,27923.0,-1
HK_FUTURE.999010,2019-07-30 23:25:00,-27857.0,1
HK_FUTURE.999010,2019-07-30 23:29:00,27915.0,-1
HK_FUTURE.999010,2019-07-30 23:34:00,-27871.0,1
HK_FUTURE.999010,2019-07-30 23:39:00,27891.0,-1
HK_FUTURE.999010,2019-07-30 23:55:00,-27825.0,1
HK_FUTURE.999010,2019-07-30 23:59:00,27853.0,-1
HK_FUTURE.999010,2019-07-31 00:06:00,-27861.0,1
HK_FUTURE.999010,2019-07-31 00:23:00,27865.0,-1
HK_FUTURE.999010,2019-07-31 00:32:00,-27857.0,1
HK_FUTURE.999010,2019-07-31 00:38:00,27855.0,-1
HK_FUTURE.999010,2019-07-31 00:46:00,-27855.0,1
HK_FUTURE.999010,2019-07-31 00:47:00,27849.0,-1
HK_FUTURE.999010,2019-07-31 01:02:00,-27831.0,1
HK_FUTURE.999010,2019-07-31 01:09:00,27853.0,-1
HK_FUTURE.999010,2019-07-31 01:11:00,-27831.0,1
HK_FUTURE.999010,2019-07-31 01:17:00,27843.0,-1
HK_FUTURE.999010,2019-07-31 01:21:00,-27843.0,1
HK_FUTURE.999010,2019-07-31 01:38:00,27849.0,-1
HK_FUTURE.999010,2019-07-31 01:45:00,-27853.0,1
HK_FUTURE.999010,2019-07-31 02:15:00,27943.0,-1
HK_FUTURE.999010,2019-07-31 02:16:00,-27863.0,1
HK_FUTURE.999010,2019-07-31 02:28:00,27957.0,-1
HK_FUTURE.999010,2019-07-31 02:29:00,-27863.0,1
HK_FUTURE.999010,2019-07-31 02:30:00,27945.0,-1
HK_FUTURE.999010,2019-07-31 02:35:00,-27879.0,1
HK_FUTURE.999010,2019-07-31 02:40:00,27941.0,-1
HK_FUTURE.999010,2019-07-31 02:43:00,-27883.0,1
HK_FUTURE.999010,2019-07-31 02:47:00,27931.0,-1
HK_FUTURE.999010,2019-07-31 02:52:00,-27883.0,1
HK_FUTURE.999010,2019-07-31 02:53:00,27931.0,-1
HK_FUTURE.999010,2019-07-31 02:58:00,-27893.0,1
HK_FUTURE.999010,2019-07-31 09:18:00,27893.0,-1
HK_FUTURE.999010,2019-07-31 09:32:00,-27805.0,1
HK_FUTURE.999010,2019-07-31 09:33:00,27823.0,-1
HK_FUTURE.999010,2019-07-31 09:41:00,-27859.0,1
HK_FUTURE.999010,2019-07-31 09:44:00,27807.0,-1
HK_FUTURE.999010,2019-07-31 09:45:00,-27833.0,1
HK_FUTURE.999010,2019-07-31 09:46:00,27793.0,-1
HK_FUTURE.999010,2019-07-31 10:18:00,-27597.0,1
HK_FUTURE.999010,2019-07-31 10:21:00,27729.0,-1
HK_FUTURE.999010,2019-07-31 10:30:00,-27649.0,1
HK_FUTURE.999010,2019-07-31 10:47:00,27785.0,-1
HK_FUTURE.999010,2019-07-31 10:52:00,-27735.0,1
HK_FUTURE.999010,2019-07-31 11:30:00,27993.0,-1
HK_FUTURE.999010,2019-07-31 12:00:00,-27547.0,1
HK_FUTURE.999010,2019-07-31 13:18:00,28011.0,-1
HK_FUTURE.999010,2019-07-31 13:30:00,-27513.0,1
HK_FUTURE.999010,2019-07-31 13:46:00,27973.0,-1
HK_FUTURE.999010,2019-07-31 13:54:00,-27513.0,1
HK_FUTURE.999010,2019-07-31 14:04:00,28001.0,-1
HK_FUTURE.999010,2019-07-31 14:05:00,-27513.0,1
HK_FUTURE.999010,2019-08-01 09:27:00,27605.0,-1
HK_FUTURE.999010,2019-08-01 09:29:00,-27531.0,1
HK_FUTURE.999010,2019-08-01 09:44:00,27665.0,-1
HK_FUTURE.999010,2019-08-01 09:50:00,-27615.0,1
HK_FUTURE.999010,2019-08-01 09:55:00,27595.0,-1
HK_FUTURE.999010,2019-08-01 10:01:00,-27661.0,1
HK_FUTURE.999010,2019-08-01 10:11:00,27571.0,-1
HK_FUTURE.999010,2019-08-01 10:41:00,-27503.0,1
HK_FUTURE.999010,2019-08-01 10:45:00,27573.0,-1
HK_FUTURE.999010,2019-08-01 10:51:00,-27551.0,1
HK_FUTURE.999010,2019-08-01 10:56:00,27465.0,-1
HK_FUTURE.999010,2019-08-01 11:13:00,-27435.0,1
HK_FUTURE.999010,2019-08-01 11:30:00,27613.0,-1
HK_FUTURE.999010,2019-08-01 11:33:00,-27437.0,1
HK_FUTURE.999010,2019-08-01 11:48:00,27637.0,-1
HK_FUTURE.999010,2019-08-01 13:08:00,-27421.0,1
HK_FUTURE.999010,2019-08-01 13:12:00,27617.0,-1
HK_FUTURE.999010,2019-08-01 13:29:00,-27373.0,1
HK_FUTURE.999010,2019-08-01 13:39:00,27639.0,-1
HK_FUTURE.999010,2019-08-01 13:54:00,-27307.0,1
HK_FUTURE.999010,2019-08-01 13:56:00,27597.0,-1
HK_FUTURE.999010,2019-08-01 14:05:00,-27323.0,1
HK_FUTURE.999010,2019-08-01 14:19:00,27581.0,-1
HK_FUTURE.999010,2019-08-01 14:27:00,-27347.0,1
HK_FUTURE.999010,2019-08-01 14:40:00,27585.0,-1
HK_FUTURE.999010,2019-08-01 14:50:00,-27335.0,1
HK_FUTURE.999010,2019-08-01 14:52:00,27569.0,-1
HK_FUTURE.999010,2019-08-01 15:00:00,-27363.0,1
HK_FUTURE.999010,2019-08-01 15:25:00,27659.0,-1
HK_FUTURE.999010,2019-08-01 15:34:00,-27381.0,1
HK_FUTURE.999010,2019-08-01 15:53:00,27655.0,-1
HK_FUTURE.999010,2019-08-01 16:05:00,-27381.0,1
HK_FUTURE.999010,2019-08-01 16:08:00,27597.0,-1
HK_FUTURE.999010,2019-08-01 16:16:00,-27409.0,1
HK_FUTURE.999010,2019-08-01 16:21:00,27583.0,-1
HK_FUTURE.999010,2019-08-01 17:18:00,-27465.0,1
HK_FUTURE.999010,2019-08-01 17:26:00,27575.0,-1
HK_FUTURE.999010,2019-08-01 17:27:00,-27469.0,1
HK_FUTURE.999010,2019-08-01 17:33:00,27549.0,-1
HK_FUTURE.999010,2019-08-01 17:40:00,-27483.0,1
HK_FUTURE.999010,2019-08-01 17:46:00,27539.0,-1
HK_FUTURE.999010,2019-08-01 17:47:00,-27493.0,1
HK_FUTURE.999010,2019-08-01 17:56:00,27551.0,-1
HK_FUTURE.999010,2019-08-01 17:58:00,-27505.0,1
HK_FUTURE.999010,2019-08-01 18:03:00,27551.0,-1
HK_FUTURE.999010,2019-08-01 18:09:00,-27497.0,1
HK_FUTURE.999010,2019-08-01 18:12:00,27517.0,-1
HK_FUTURE.999010,2019-08-01 18:20:00,-27519.0,1
HK_FUTURE.999010,2019-08-01 18:32:00,27521.0,-1
HK_FUTURE.999010,2019-08-01 19:06:00,-27467.0,1
HK_FUTURE.999010,2019-08-01 19:09:00,27513.0,-1
HK_FUTURE.999010,2019-08-01 19:10:00,-27463.0,1
HK_FUTURE.999010,2019-08-01 19:11:00,27501.0,-1
HK_FUTURE.999010,2019-08-01 19:20:00,-27485.0,1
HK_FUTURE.999010,2019-08-01 19:27:00,27495.0,-1
HK_FUTURE.999010,2019-08-01 19:30:00,-27495.0,1
HK_FUTURE.999010,2019-08-01 19:43:00,27519.0,-1
HK_FUTURE.999010,2019-08-01 19:57:00,-27485.0,1
HK_FUTURE.999010,2019-08-01 20:06:00,27523.0,-1
HK_FUTURE.999010,2019-08-01 20:08:00,-27493.0,1
HK_FUTURE.999010,2019-08-01 20:12:00,27507.0,-1
HK_FUTURE.999010,2019-08-01 20:17:00,-27503.0,1
HK_FUTURE.999010,2019-08-01 20:25:00,27503.0,-1
HK_FUTURE.999010,2019-08-01 20:40:00,-27491.0,1
HK_FUTURE.999010,2019-08-01 20:50:00,27495.0,-1
HK_FUTURE.999010,2019-08-01 20:56:00,-27513.0,1
HK_FUTURE.999010,2019-08-01 21:04:00,27483.0,-1
HK_FUTURE.999010,2019-08-01 21:23:00,-27479.0,1
HK_FUTURE.999010,2019-08-01 21:34:00,27425.0,-1
HK_FUTURE.999010,2019-08-01 21:41:00,-27525.0,1
HK_FUTURE.999010,2019-08-01 21:42:00,27423.0,-1
HK_FUTURE.999010,2019-08-01 22:01:00,-27579.0,1
HK_FUTURE.999010,2019-08-01 22:40:00,27559.0,-1
HK_FUTURE.999010,2019-08-01 22:46:00,-27589.0,1
HK_FUTURE.999010,2019-08-01 22:57:00,27599.0,-1
HK_FUTURE.999010,2019-08-01 22:59:00,-27595.0,1
HK_FUTURE.999010,2019-08-01 23:08:00,27589.0,-1
HK_FUTURE.999010,2019-08-01 23:17:00,-27615.0,1
HK_FUTURE.999010,2019-08-01 23:54:00,27651.0,-1
HK_FUTURE.999010,2019-08-02 00:07:00,-27601.0,1
HK_FUTURE.999010,2019-08-02 00:14:00,27651.0,-1
HK_FUTURE.999010,2019-08-02 00:15:00,-27597.0,1
HK_FUTURE.999010,2019-08-02 00:17:00,27647.0,-1
